gene	gene_name	gate_type_GM12878	gate_type_K562	functional_category	cosmic_census_flag
LINC03040	LINC03040	SIMPLE_AND	INCONSISTENT	unknown	no
MEX3D	MEX3D	INCONSISTENT	SIMPLE_OR	unknown	no
ZFP41	ZFP41	SIMPLE_AND	INCONSISTENT	transcription factor	no
PHLDA2	PHLDA2	BIVALENT	SIMPLE_AND	unknown	no
PLAG1	PLAG1	SIMPLE_AND	BIVALENT	unknown	yes
YIPF6	YIPF6	SIMPLE_AND	INCONSISTENT	unknown	no
ZBTB20	ZBTB20	SIMPLE_AND	INCONSISTENT	transcription factor	no
MACIR	MACIR	SIMPLE_AND	INCONSISTENT	unknown	no
AMIGO1	AMIGO1	INCONSISTENT	BIVALENT	unknown	no
LINC00471	LINC00471	SIMPLE_AND	INCONSISTENT	unknown	no
RELL1	RELL1	SIMPLE_AND	INCONSISTENT	unknown	no
IBA57	IBA57	SIMPLE_AND	INCONSISTENT	unknown	no
CLDN7	CLDN7	REPRESSED	INCONSISTENT	structural/other	no
ZNF329	ZNF329	SIMPLE_OR	INCONSISTENT	transcription factor	no
ZNF101	ZNF101	SIMPLE_AND	INCONSISTENT	transcription factor	no
LINC02724	LINC02724	INCONSISTENT	BIVALENT	unknown	no
RTKN2	RTKN2	BIVALENT	INCONSISTENT	unknown	no
PNMA8A	PNMA8A	BIVALENT	INCONSISTENT	unknown	no
USH1G	USH1G	REPRESSED	BIVALENT	unknown	no
OGFRP1	OGFRP1	SIMPLE_AND	INCONSISTENT	unknown	no
TNRC18	TNRC18	BIVALENT	SIMPLE_AND	unknown	no
FAM181B	FAM181B	REPRESSED	INCONSISTENT	unknown	no
DEXI	DEXI	COMPLEX	SIMPLE_AND	unknown	no
FAM89A	FAM89A	INCONSISTENT	SIMPLE_AND	unknown	no
TDRKH	TDRKH	COMPLEX	INCONSISTENT	unknown	no
ZNF708	ZNF708	COMPLEX	INCONSISTENT	transcription factor	no
TP53TG1	TP53TG1	SIMPLE_AND	INCONSISTENT	unknown	no
SHISAL2A	SHISAL2A	REPRESSED	INCONSISTENT	unknown	no
RAD51B	RAD51B	SIMPLE_AND	INCONSISTENT	unknown	yes
CYB5D1	CYB5D1	SIMPLE_AND	INCONSISTENT	unknown	no
UBE2E2	UBE2E2	SIMPLE_AND	INCONSISTENT	unknown	no
SPACA6	SPACA6	REPRESSED	INCONSISTENT	unknown	no
ZSCAN22	ZSCAN22	SIMPLE_AND	INCONSISTENT	unknown	no
FBXL6	FBXL6	SIMPLE_AND	INCONSISTENT	unknown	no
KBTBD3	KBTBD3	SIMPLE_AND	INCONSISTENT	unknown	no
YBEY	YBEY	SIMPLE_AND	INCONSISTENT	unknown	no
PLCXD1	PLCXD1	SIMPLE_OR	SIMPLE_AND	unknown	no
CACNB4	CACNB4	BIVALENT	REPRESSED	unknown	no
PGBD4	PGBD4	SIMPLE_AND	INCONSISTENT	unknown	no
NPLOC4	NPLOC4	REPRESSED	COMPLEX	unknown	no
TSHZ2	TSHZ2	BIVALENT	INCONSISTENT	unknown	no
EXOC7	EXOC7	SIMPLE_AND	SIMPLE_OR	unknown	no
XKRX	XKRX	SIMPLE_OR	BIVALENT	unknown	no
CEP97	CEP97	SIMPLE_AND	INCONSISTENT	unknown	no
FES	FES	SIMPLE_AND	INCONSISTENT	unknown	yes
FAM104B	FAM104B	SIMPLE_AND	INCONSISTENT	unknown	no
MXRA7	MXRA7	BIVALENT	SIMPLE_AND	unknown	no
LIMK2	LIMK2	SIMPLE_AND	INCONSISTENT	unknown	no
RWDD4	RWDD4	SIMPLE_AND	INCONSISTENT	unknown	no
NXPH3	NXPH3	BIVALENT	INCONSISTENT	unknown	no
TSPAN10	TSPAN10	SIMPLE_AND	INCONSISTENT	unknown	no
RXFP3	RXFP3	INCONSISTENT	REPRESSED	unknown	no
BRICD5	BRICD5	SIMPLE_OR	INCONSISTENT	unknown	no
TSKU	TSKU	BIVALENT	SIMPLE_AND	unknown	no
CMC4	CMC4	SIMPLE_AND	INCONSISTENT	unknown	no
RGS6	RGS6	BIVALENT	REPRESSED	unknown	no
HOXB4	HOXB4	SIMPLE_AND	INCONSISTENT	transcription factor	no
SLC35D3	SLC35D3	BIVALENT	INCONSISTENT	unknown	no
PAQR7	PAQR7	BIVALENT	INCONSISTENT	unknown	no
PAPPA	PAPPA	REPRESSED	INCONSISTENT	unknown	no
MAFA	MAFA	REPRESSED	INCONSISTENT	transcription factor	no
TMEM198B	TMEM198B	SIMPLE_AND	INCONSISTENT	unknown	no
ALG12	ALG12	SIMPLE_AND	INCONSISTENT	unknown	no
COL18A1	COL18A1	REPRESSED	SIMPLE_AND	structural/other	no
CEP63	CEP63	SIMPLE_AND	INCONSISTENT	unknown	no
OTOP2	OTOP2	REPRESSED	BIVALENT	unknown	no
ABAT	ABAT	SIMPLE_OR	INCONSISTENT	unknown	no
CAMK1D	CAMK1D	SIMPLE_AND	BIVALENT	kinase/signaling	no
LYSMD4	LYSMD4	SIMPLE_AND	BIVALENT	unknown	no
GAS6	GAS6	REPRESSED	INCONSISTENT	unknown	no
BEGAIN	BEGAIN	SIMPLE_OR	INCONSISTENT	unknown	no
FAM43B	FAM43B	REPRESSED	BIVALENT	unknown	no
GPR19	GPR19	SIMPLE_AND	INCONSISTENT	unknown	no
RABIF	RABIF	SIMPLE_AND	INCONSISTENT	unknown	no
FANCF	FANCF	SIMPLE_AND	INCONSISTENT	unknown	yes
SMDT1	SMDT1	SIMPLE_AND	INCONSISTENT	unknown	no
C2CD4C	C2CD4C	REPRESSED	BIVALENT	unknown	no
CHST6	CHST6	SIMPLE_OR	BIVALENT	unknown	no
GDPGP1	GDPGP1	SIMPLE_AND	INCONSISTENT	unknown	no
CTNNA3	CTNNA3	SIMPLE_AND	INCONSISTENT	unknown	no
WT1-AS	WT1-AS	REPRESSED	INCONSISTENT	unknown	no
TMEM121B	TMEM121B	REPRESSED	BIVALENT	unknown	no
ENSG00000183308		SIMPLE_AND	INCONSISTENT	unknown	no
ZNF623	ZNF623	SIMPLE_AND	INCONSISTENT	transcription factor	no
CCDC125	CCDC125	SIMPLE_AND	INCONSISTENT	unknown	no
JRKL	JRKL	SIMPLE_AND	INCONSISTENT	unknown	no
KIAA2026	KIAA2026	SIMPLE_AND	INCONSISTENT	unknown	no
CCDC159	CCDC159	SIMPLE_AND	INCONSISTENT	unknown	no
ASB7	ASB7	SIMPLE_AND	INCONSISTENT	unknown	no
MX2	MX2	SIMPLE_AND	REPRESSED	unknown	no
MEX3B	MEX3B	BIVALENT	INCONSISTENT	unknown	no
TENT5C	TENT5C	BIVALENT	SIMPLE_AND	unknown	yes
COA5	COA5	COMPLEX	SIMPLE_AND	unknown	no
PCBP3	PCBP3	SIMPLE_OR	INCONSISTENT	unknown	no
ZNRF3	ZNRF3	BIVALENT	INCONSISTENT	unknown	yes
TANGO2	TANGO2	BIVALENT	SIMPLE_AND	unknown	no
MRPL54	MRPL54	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF438	ZNF438	SIMPLE_AND	INCONSISTENT	transcription factor	no
ZNF530	ZNF530	SIMPLE_AND	INCONSISTENT	transcription factor	no
KLHL25	KLHL25	COMPLEX	BIVALENT	unknown	no
BMP8A	BMP8A	INCONSISTENT	BIVALENT	unknown	no
NOG	NOG	REPRESSED	BIVALENT	unknown	no
UPP1	UPP1	SIMPLE_AND	BIVALENT	unknown	no
TRIM52	TRIM52	SIMPLE_AND	INCONSISTENT	unknown	no
CMTM4	CMTM4	BIVALENT	SIMPLE_AND	unknown	no
TBK1	TBK1	COMPLEX	INCONSISTENT	kinase/signaling	no
MACC1	MACC1	SIMPLE_AND	SIMPLE_OR	unknown	yes
KREMEN1	KREMEN1	BIVALENT	INCONSISTENT	unknown	no
TRAIP	TRAIP	SIMPLE_AND	INCONSISTENT	unknown	no
FOXL2	FOXL2	REPRESSED	INCONSISTENT	transcription factor	yes
BTBD9	BTBD9	SIMPLE_AND	INCONSISTENT	unknown	no
NUDT14	NUDT14	SIMPLE_OR	INCONSISTENT	unknown	no
ANKRD45	ANKRD45	REPRESSED	INCONSISTENT	unknown	no
IQGAP3	IQGAP3	SIMPLE_OR	INCONSISTENT	unknown	no
TOB2	TOB2	SIMPLE_AND	INCONSISTENT	unknown	no
SCN5A	SCN5A	REPRESSED	BIVALENT	unknown	no
DNAH2	DNAH2	BIVALENT	INCONSISTENT	unknown	no
DUSP5P1	DUSP5P1	REPRESSED	BIVALENT	unknown	no
HTR7P1	HTR7P1	BIVALENT	INCONSISTENT	unknown	no
KCNH8	KCNH8	BIVALENT	INCONSISTENT	unknown	no
SMTN	SMTN	SIMPLE_OR	INCONSISTENT	unknown	no
DENND5A	DENND5A	BIVALENT	SIMPLE_AND	unknown	no
TBX1	TBX1	REPRESSED	BIVALENT	transcription factor	no
ADAP2	ADAP2	SIMPLE_AND	INCONSISTENT	unknown	no
SREBF2-AS1	SREBF2-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
FAM120C	FAM120C	SIMPLE_AND	INCONSISTENT	unknown	no
RPL11P4	RPL11P4	COMPLEX	INCONSISTENT	unknown	no
NR2C2AP	NR2C2AP	SIMPLE_AND	INCONSISTENT	unknown	no
CRELD2	CRELD2	SIMPLE_AND	INCONSISTENT	unknown	no
KCNJ12	KCNJ12	REPRESSED	INCONSISTENT	unknown	no
TSPYL2	TSPYL2	COMPLEX	INCONSISTENT	unknown	no
C22orf46	C22orf46	SIMPLE_AND	INCONSISTENT	unknown	no
PCDH9	PCDH9	BIVALENT	INCONSISTENT	unknown	no
OAF	OAF	SIMPLE_OR	BIVALENT	unknown	no
KCNK12	KCNK12	REPRESSED	BIVALENT	unknown	no
POU6F1	POU6F1	SIMPLE_AND	INCONSISTENT	transcription factor	no
ZDHHC23	ZDHHC23	SIMPLE_OR	BIVALENT	unknown	no
EFNA5	EFNA5	BIVALENT	INCONSISTENT	unknown	no
H1-5	H1-5	SIMPLE_AND	SIMPLE_OR	unknown	no
PLA2G6	PLA2G6	SIMPLE_AND	SIMPLE_OR	unknown	no
MAML2	MAML2	SIMPLE_AND	INCONSISTENT	unknown	yes
COPB2	COPB2	COMPLEX	SIMPLE_AND	unknown	no
FOXO4	FOXO4	SIMPLE_AND	INCONSISTENT	transcription factor	yes
POU3F2	POU3F2	BIVALENT	INCONSISTENT	transcription factor	no
TMEM255B	TMEM255B	BIVALENT	INCONSISTENT	unknown	no
PROS1	PROS1	INCONSISTENT	SIMPLE_AND	unknown	no
DUSP8	DUSP8	BIVALENT	INCONSISTENT	unknown	no
SNN	SNN	SIMPLE_AND	INCONSISTENT	unknown	no
KRBA2	KRBA2	SIMPLE_AND	INCONSISTENT	unknown	no
AMER1	AMER1	SIMPLE_AND	INCONSISTENT	unknown	yes
ZBTB40	ZBTB40	SIMPLE_OR	SIMPLE_AND	transcription factor	no
LRRC26	LRRC26	BIVALENT	INCONSISTENT	unknown	no
DYNLT2	DYNLT2	SIMPLE_AND	INCONSISTENT	unknown	no
ZBTB7C	ZBTB7C	BIVALENT	INCONSISTENT	transcription factor	no
PRR16	PRR16	REPRESSED	INCONSISTENT	unknown	no
TMEM186	TMEM186	SIMPLE_AND	INCONSISTENT	unknown	no
SDR42E1	SDR42E1	SIMPLE_OR	INCONSISTENT	unknown	no
ARMCX2	ARMCX2	SIMPLE_OR	INCONSISTENT	unknown	no
RBM43	RBM43	SIMPLE_AND	INCONSISTENT	unknown	no
JAG2	JAG2	REPRESSED	SIMPLE_AND	unknown	no
PTRHD1	PTRHD1	SIMPLE_AND	INCONSISTENT	unknown	no
WT1	WT1	REPRESSED	SIMPLE_AND	unknown	yes
ZFP90	ZFP90	SIMPLE_OR	INCONSISTENT	transcription factor	no
FAM227A	FAM227A	SIMPLE_AND	INCONSISTENT	unknown	no
USP18	USP18	SIMPLE_AND	BIVALENT	unknown	no
NDUFA6	NDUFA6	COMPLEX	SIMPLE_AND	metabolic	no
TMEM121	TMEM121	SIMPLE_OR	INCONSISTENT	unknown	no
RFX6	RFX6	REPRESSED	BIVALENT	unknown	no
F8	F8	SIMPLE_AND	INCONSISTENT	unknown	no
CA13	CA13	SIMPLE_AND	INCONSISTENT	unknown	no
UBOX5	UBOX5	SIMPLE_AND	INCONSISTENT	unknown	no
MAFF	MAFF	SIMPLE_AND	INCONSISTENT	transcription factor	no
BRF1	BRF1	SIMPLE_OR	INCONSISTENT	unknown	no
NELFA	NELFA	BIVALENT	SIMPLE_OR	unknown	no
UFD1-AS1	UFD1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
MANEAL	MANEAL	SIMPLE_OR	BIVALENT	unknown	no
ANO9	ANO9	SIMPLE_AND	INCONSISTENT	unknown	no
NSMCE3	NSMCE3	SIMPLE_AND	INCONSISTENT	unknown	no
PURA	PURA	SIMPLE_AND	INCONSISTENT	unknown	no
LRRC37B	LRRC37B	SIMPLE_AND	INCONSISTENT	unknown	no
DDX51	DDX51	SIMPLE_AND	INCONSISTENT	unknown	no
NRBP2	NRBP2	SIMPLE_AND	INCONSISTENT	unknown	no
PGBD2	PGBD2	SIMPLE_AND	INCONSISTENT	unknown	no
PRPF39	PRPF39	SIMPLE_AND	INCONSISTENT	unknown	no
KIAA0825	KIAA0825	SIMPLE_AND	INCONSISTENT	unknown	no
NOTUM	NOTUM	REPRESSED	INCONSISTENT	unknown	no
RBM11	RBM11	COMPLEX	INCONSISTENT	unknown	no
ZBTB37	ZBTB37	SIMPLE_AND	INCONSISTENT	transcription factor	no
CCDC137	CCDC137	SIMPLE_AND	INCONSISTENT	unknown	no
SOCS1	SOCS1	SIMPLE_AND	INCONSISTENT	unknown	yes
TCN2	TCN2	SIMPLE_AND	INCONSISTENT	unknown	no
GAS2L1	GAS2L1	BIVALENT	INCONSISTENT	unknown	no
TEDC1	TEDC1	SIMPLE_AND	INCONSISTENT	unknown	no
HS6ST3	HS6ST3	REPRESSED	BIVALENT	unknown	no
TNFAIP8L1	TNFAIP8L1	SIMPLE_AND	INCONSISTENT	unknown	no
RAD51D	RAD51D	SIMPLE_AND	INCONSISTENT	unknown	no
MAPK11	MAPK11	SIMPLE_OR	INCONSISTENT	kinase/signaling	no
SP140L	SP140L	SIMPLE_AND	INCONSISTENT	unknown	no
TARS3	TARS3	SIMPLE_AND	INCONSISTENT	unknown	no
METTL7A	METTL7A	SIMPLE_AND	INCONSISTENT	unknown	no
IFNLR1	IFNLR1	SIMPLE_AND	REPRESSED	unknown	no
FAM174B	FAM174B	SIMPLE_AND	INCONSISTENT	unknown	no
ZSWIM9	ZSWIM9	SIMPLE_AND	INCONSISTENT	unknown	no
STAC3	STAC3	SIMPLE_OR	INCONSISTENT	unknown	no
MUC1	MUC1	INCONSISTENT	SIMPLE_AND	unknown	yes
IRF7	IRF7	SIMPLE_AND	INCONSISTENT	transcription factor	no
SV2B	SV2B	SIMPLE_OR	REPRESSED	unknown	no
FAM131C	FAM131C	REPRESSED	INCONSISTENT	unknown	no
LMNTD2	LMNTD2	SIMPLE_AND	INCONSISTENT	unknown	no
NR2F2	NR2F2	BIVALENT	SIMPLE_AND	unknown	no
AHNAK2	AHNAK2	REPRESSED	INCONSISTENT	unknown	no
OLFML2A	OLFML2A	BIVALENT	INCONSISTENT	unknown	no
SP1	SP1	COMPLEX	SIMPLE_AND	transcription factor	no
INKA1	INKA1	SIMPLE_AND	INCONSISTENT	unknown	no
LMLN	LMLN	SIMPLE_AND	INCONSISTENT	unknown	no
NDUFA4L2	NDUFA4L2	BIVALENT	INCONSISTENT	metabolic	no
SHC4	SHC4	REPRESSED	BIVALENT	unknown	no
KRT79	KRT79	REPRESSED	COMPLEX	structural/other	no
SNAI3	SNAI3	SIMPLE_OR	INCONSISTENT	unknown	no
ZBTB3	ZBTB3	SIMPLE_AND	INCONSISTENT	transcription factor	no
MOSMO	MOSMO	SIMPLE_AND	INCONSISTENT	unknown	no
DRG1	DRG1	COMPLEX	SIMPLE_AND	unknown	no
ZNF696	ZNF696	SIMPLE_AND	INCONSISTENT	transcription factor	no
ADARB2	ADARB2	SIMPLE_AND	REPRESSED	unknown	no
IFIT1	IFIT1	SIMPLE_AND	INCONSISTENT	unknown	no
CXorf38	CXorf38	SIMPLE_AND	INCONSISTENT	unknown	no
KCNQ5	KCNQ5	SIMPLE_AND	INCONSISTENT	unknown	no
ADAMTSL5	ADAMTSL5	INCONSISTENT	SIMPLE_AND	unknown	no
WDR53	WDR53	SIMPLE_AND	INCONSISTENT	unknown	no
HDHD5-AS1	HDHD5-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
EVI2B	EVI2B	SIMPLE_AND	INCONSISTENT	unknown	no
THNSL1	THNSL1	SIMPLE_AND	INCONSISTENT	unknown	no
TRIM69	TRIM69	SIMPLE_AND	INCONSISTENT	unknown	no
KLHDC8B	KLHDC8B	SIMPLE_OR	SIMPLE_AND	unknown	no
RTN4RL1	RTN4RL1	BIVALENT	INCONSISTENT	unknown	no
RNPC3	RNPC3	SIMPLE_AND	INCONSISTENT	unknown	no
IRS2	IRS2	COMPLEX	INCONSISTENT	unknown	no
BICD2	BICD2	SIMPLE_AND	INCONSISTENT	unknown	no
SDHAP3	SDHAP3	SIMPLE_AND	INCONSISTENT	unknown	no
LEMD1	LEMD1	REPRESSED	BIVALENT	unknown	no
ZNF566	ZNF566	SIMPLE_AND	INCONSISTENT	transcription factor	no
ZNF284	ZNF284	COMPLEX	INCONSISTENT	transcription factor	no
MATN1-AS1	MATN1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
GSAP	GSAP	SIMPLE_AND	REPRESSED	unknown	no
ZBTB6	ZBTB6	SIMPLE_AND	INCONSISTENT	transcription factor	no
C2orf76	C2orf76	SIMPLE_AND	INCONSISTENT	unknown	no
POLR3C	POLR3C	COMPLEX	SIMPLE_AND	unknown	no
WWOX	WWOX	SIMPLE_AND	INCONSISTENT	unknown	no
CIDECP1	CIDECP1	SIMPLE_AND	INCONSISTENT	unknown	no
CENATAC	CENATAC	SIMPLE_AND	INCONSISTENT	unknown	no
BCL9L	BCL9L	SIMPLE_AND	INCONSISTENT	unknown	yes
ZNRF1	ZNRF1	SIMPLE_OR	SIMPLE_AND	unknown	no
SOWAHB	SOWAHB	INCONSISTENT	REPRESSED	unknown	no
BLOC1S4	BLOC1S4	COMPLEX	SIMPLE_AND	unknown	no
LINC02610	LINC02610	BIVALENT	INCONSISTENT	unknown	no
MRTFB	MRTFB	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF17	ZNF17	SIMPLE_AND	INCONSISTENT	transcription factor	no
KDM4D	KDM4D	SIMPLE_AND	INCONSISTENT	chromatin regulator	no
ZNF555	ZNF555	SIMPLE_AND	INCONSISTENT	transcription factor	no
PRELID2	PRELID2	INCONSISTENT	SIMPLE_AND	unknown	no
BACE1	BACE1	BIVALENT	REPRESSED	unknown	no
RGS9BP	RGS9BP	BIVALENT	INCONSISTENT	unknown	no
NUDT17	NUDT17	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF75D	ZNF75D	SIMPLE_AND	INCONSISTENT	transcription factor	no
BTN3A2	BTN3A2	SIMPLE_AND	INCONSISTENT	unknown	no
PCLO	PCLO	BIVALENT	INCONSISTENT	unknown	no
ZNF396	ZNF396	SIMPLE_OR	INCONSISTENT	transcription factor	no
SMYD4	SMYD4	SIMPLE_AND	INCONSISTENT	unknown	no
FOXD2	FOXD2	BIVALENT	INCONSISTENT	transcription factor	no
MIR22HG	MIR22HG	SIMPLE_AND	INCONSISTENT	unknown	no
KTN1-AS1	KTN1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
KIF24	KIF24	SIMPLE_AND	INCONSISTENT	unknown	no
CARMIL3	CARMIL3	SIMPLE_AND	INCONSISTENT	unknown	no
PRR5	PRR5	REPRESSED	SIMPLE_OR	unknown	no
C17orf58	C17orf58	BIVALENT	SIMPLE_AND	unknown	no
BCDIN3D	BCDIN3D	SIMPLE_AND	INCONSISTENT	unknown	no
SPIN2B	SPIN2B	SIMPLE_AND	INCONSISTENT	unknown	no
HYAL3	HYAL3	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF397	ZNF397	SIMPLE_AND	INCONSISTENT	transcription factor	no
ZSCAN30	ZSCAN30	SIMPLE_AND	INCONSISTENT	unknown	no
HEXIM1	HEXIM1	SIMPLE_AND	INCONSISTENT	unknown	no
TRABD2A	TRABD2A	SIMPLE_AND	INCONSISTENT	unknown	no
PDZD7	PDZD7	BIVALENT	INCONSISTENT	unknown	no
POFUT2	POFUT2	SIMPLE_OR	INCONSISTENT	unknown	no
MAPT	MAPT	BIVALENT	COMPLEX	unknown	no
ERCC6L	ERCC6L	SIMPLE_AND	INCONSISTENT	unknown	no
TNFRSF18	TNFRSF18	BIVALENT	INCONSISTENT	unknown	no
C1QL4	C1QL4	REPRESSED	INCONSISTENT	unknown	no
RTN4RL2	RTN4RL2	BIVALENT	INCONSISTENT	unknown	no
ZNF395	ZNF395	SIMPLE_AND	INCONSISTENT	transcription factor	no
PPARA	PPARA	BIVALENT	INCONSISTENT	transcription factor	no
TMEM232	TMEM232	SIMPLE_AND	INCONSISTENT	unknown	no
LINC01551	LINC01551	REPRESSED	INCONSISTENT	unknown	no
KANK3	KANK3	BIVALENT	INCONSISTENT	unknown	no
EMID1	EMID1	BIVALENT	INCONSISTENT	unknown	no
LINC02875	LINC02875	BIVALENT	INCONSISTENT	unknown	no
ESPN	ESPN	REPRESSED	INCONSISTENT	unknown	no
TMEM216	TMEM216	SIMPLE_AND	INCONSISTENT	unknown	no
TEAD1	TEAD1	BIVALENT	INCONSISTENT	transcription factor	no
ENTPD5	ENTPD5	SIMPLE_AND	INCONSISTENT	unknown	no
MITF	MITF	INCONSISTENT	SIMPLE_AND	unknown	yes
FOXD3	FOXD3	BIVALENT	INCONSISTENT	transcription factor	no
TSPYL4	TSPYL4	SIMPLE_AND	INCONSISTENT	unknown	no
MT1X	MT1X	INCONSISTENT	SIMPLE_AND	unknown	no
SESTD1	SESTD1	SIMPLE_AND	BIVALENT	unknown	no
FNBP1	FNBP1	SIMPLE_AND	INCONSISTENT	unknown	yes
DYNC2H1	DYNC2H1	SIMPLE_OR	INCONSISTENT	structural/other	no
RSBN1L	RSBN1L	COMPLEX	SIMPLE_AND	unknown	no
EPOR	EPOR	REPRESSED	INCONSISTENT	unknown	no
PLEKHG7	PLEKHG7	INCONSISTENT	REPRESSED	unknown	no
SIRT7	SIRT7	SIMPLE_OR	SIMPLE_AND	chromatin regulator	no
IFT140	IFT140	BIVALENT	INCONSISTENT	unknown	no
TLR5	TLR5	SIMPLE_AND	INCONSISTENT	unknown	no
NANOS3	NANOS3	SIMPLE_AND	INCONSISTENT	unknown	no
MAGEH1	MAGEH1	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF286A	ZNF286A	SIMPLE_OR	INCONSISTENT	transcription factor	no
ISG15	ISG15	BIVALENT	INCONSISTENT	unknown	no
EXD3	EXD3	SIMPLE_AND	INCONSISTENT	unknown	no
ZKSCAN4	ZKSCAN4	SIMPLE_AND	INCONSISTENT	unknown	no
SAMD11	SAMD11	REPRESSED	BIVALENT	unknown	no
VMAC	VMAC	SIMPLE_AND	INCONSISTENT	unknown	no
HAPLN4	HAPLN4	REPRESSED	INCONSISTENT	unknown	no
B3GLCT	B3GLCT	BIVALENT	INCONSISTENT	unknown	no
SECISBP2	SECISBP2	SIMPLE_AND	INCONSISTENT	unknown	no
SEMA4D	SEMA4D	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF70	ZNF70	SIMPLE_AND	INCONSISTENT	transcription factor	no
PEAR1	PEAR1	REPRESSED	INCONSISTENT	unknown	no
ZFP69B	ZFP69B	COMPLEX	INCONSISTENT	transcription factor	no
SOWAHD	SOWAHD	SIMPLE_AND	INCONSISTENT	unknown	no
ZFP69	ZFP69	COMPLEX	INCONSISTENT	transcription factor	no
PLSCR3	PLSCR3	SIMPLE_AND	INCONSISTENT	unknown	no
CCDC157	CCDC157	SIMPLE_AND	INCONSISTENT	unknown	no
PABIR1	PABIR1	SIMPLE_AND	INCONSISTENT	unknown	no
SHISA7	SHISA7	REPRESSED	BIVALENT	unknown	no
DNER	DNER	BIVALENT	INCONSISTENT	unknown	no
KLHL17	KLHL17	SIMPLE_AND	INCONSISTENT	unknown	no
ANKRD19P	ANKRD19P	REPRESSED	INCONSISTENT	unknown	no
ZSCAN23	ZSCAN23	SIMPLE_OR	COMPLEX	unknown	no
RINL	RINL	SIMPLE_AND	INCONSISTENT	unknown	no
C17orf99	C17orf99	SIMPLE_OR	INCONSISTENT	unknown	no
RILPL1	RILPL1	SIMPLE_OR	INCONSISTENT	unknown	no
ZNF490	ZNF490	SIMPLE_OR	REPRESSED	transcription factor	no
ARL4C	ARL4C	BIVALENT	INCONSISTENT	unknown	no
RAB42	RAB42	INCONSISTENT	REPRESSED	unknown	no
WNT7B	WNT7B	INCONSISTENT	BIVALENT	unknown	no
ZFTA	ZFTA	BIVALENT	INCONSISTENT	unknown	no
GPR89B	GPR89B	SIMPLE_OR	SIMPLE_AND	unknown	no
COL4A5	COL4A5	REPRESSED	INCONSISTENT	structural/other	no
TMPPE	TMPPE	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF626	ZNF626	COMPLEX	INCONSISTENT	transcription factor	no
ZC3H6	ZC3H6	SIMPLE_AND	INCONSISTENT	unknown	no
LINC00265	LINC00265	SIMPLE_AND	INCONSISTENT	unknown	no
NCR3LG1	NCR3LG1	BIVALENT	SIMPLE_AND	unknown	no
DCUN1D3	DCUN1D3	SIMPLE_AND	INCONSISTENT	unknown	no
COMMD6	COMMD6	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF383	ZNF383	SIMPLE_AND	INCONSISTENT	transcription factor	no
HES4	HES4	BIVALENT	INCONSISTENT	transcription factor	no
ZNF669	ZNF669	SIMPLE_AND	COMPLEX	transcription factor	no
PEAK3	PEAK3	BIVALENT	INCONSISTENT	unknown	no
CENPP	CENPP	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF559	ZNF559	SIMPLE_AND	INCONSISTENT	transcription factor	no
SLC38A3	SLC38A3	REPRESSED	INCONSISTENT	metabolic	no
GTF2F2	GTF2F2	SIMPLE_AND	INCONSISTENT	unknown	no
CIBAR1	CIBAR1	SIMPLE_OR	BIVALENT	unknown	no
FOCAD	FOCAD	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000188365		REPRESSED	INCONSISTENT	unknown	no
GPR15LG	GPR15LG	INCONSISTENT	REPRESSED	unknown	no
PDCD1	PDCD1	SIMPLE_AND	INCONSISTENT	unknown	no
CHM	CHM	SIMPLE_AND	INCONSISTENT	unknown	no
BLOC1S5	BLOC1S5	SIMPLE_AND	INCONSISTENT	unknown	no
FAM83G	FAM83G	SIMPLE_AND	INCONSISTENT	unknown	no
DUSP28	DUSP28	SIMPLE_AND	INCONSISTENT	unknown	no
RALGAPA2	RALGAPA2	SIMPLE_AND	INCONSISTENT	unknown	no
PAQR9	PAQR9	REPRESSED	INCONSISTENT	unknown	no
CFAP54	CFAP54	SIMPLE_OR	INCONSISTENT	unknown	no
FAM72B	FAM72B	SIMPLE_OR	SIMPLE_AND	unknown	no
SUMO2	SUMO2	COMPLEX	SIMPLE_AND	unknown	no
HMX3	HMX3	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF177	ZNF177	REPRESSED	BIVALENT	transcription factor	no
CC2D2B	CC2D2B	SIMPLE_AND	INCONSISTENT	unknown	no
SAXO2	SAXO2	SIMPLE_AND	INCONSISTENT	unknown	no
RHCE	RHCE	INCONSISTENT	SIMPLE_AND	unknown	no
SLC4A5	SLC4A5	SIMPLE_OR	REPRESSED	metabolic	no
