gene_id	gene_name	GM12878_gate_type	K562_gate_type	switch_category
ENSG00000006432	MAP3K9	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000006451	RALA	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006453	BAIAP2L1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006459	KDM7A	BIVALENT	SIMPLE_AND	complex->simple
ENSG00000006468	ETV1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000006530	AGK	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006555	TTC22	SIMPLE_AND	REPRESSED	simple->complex
ENSG00000006576	PHTF2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006607	FARP2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006611	USH1C	REPRESSED	BIVALENT	complex->complex
ENSG00000006625	GGCT	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006634	DBF4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006638	TBXA2R	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000006695	COX10	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006704	GTF2IRD1	SIMPLE_OR	SIMPLE_AND	SIMPLE_OR->SIMPLE_AND
ENSG00000006712	PAF1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006740	ARHGAP44	INCONSISTENT	INCONSISTENT	no change
ENSG00000006744	ELAC2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006747	SCIN	REPRESSED	INCONSISTENT	complex->complex
ENSG00000006757	PNPLA4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006831	ADIPOR2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000006837	CDKL3	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000007001	UPP2	INCONSISTENT	INCONSISTENT	no change
ENSG00000007038	PRSS21	INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000007047	MARK4	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007062	PROM1	REPRESSED	REPRESSED	no change
ENSG00000007080	CCDC124	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007129	CEACAM21	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000007168	PAFAH1B1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007202	BLTP2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007255	TRAPPC6A	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000007264	MATK	REPRESSED	REPRESSED	no change
ENSG00000007306	CEACAM7	REPRESSED	INCONSISTENT	complex->complex
ENSG00000007341	ST7L	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007372	PAX6	REPRESSED	INCONSISTENT	complex->complex
ENSG00000007376	RPUSD1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007384	RHBDF1	INCONSISTENT	INCONSISTENT	no change
ENSG00000007392	LUC7L	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007402	CACNA2D2	REPRESSED	INCONSISTENT	complex->complex
ENSG00000007516	BAIAP3	BIVALENT	INCONSISTENT	complex->complex
ENSG00000007520	TSR3	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007541	PIGQ	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007545	CRAMP1	BIVALENT	INCONSISTENT	complex->complex
ENSG00000007866	TEAD3	BIVALENT	INCONSISTENT	complex->complex
ENSG00000007923	DNAJC11	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007944	MYLIP	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000007968	E2F2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000008018	PSMB1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000008056	SYN1	INCONSISTENT	INCONSISTENT	no change
ENSG00000008083	JARID2	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000008086	CDKL5	BIVALENT	INCONSISTENT	complex->complex
