gene_id	gene_name	gate_type_GM12878	gate_type_K562	switch_direction	GM12878_expression	K562_expression	replicate_check
ENSG00000242110	AMACR	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242193	CRYZL2P	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242207	HOXB-AS4	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242242	NECTIN3-AS1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242251	RN7SL20P	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242258	LINC00996	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242265	PEG10	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242288	BMS1P4-AGAP5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242299		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242338	BMS1P4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242474	LINC03015	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242485	MRPL20	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000242553		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242574	HLA-DMB	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000242612	DECR2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242616	GNG10	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242622	GSK3B-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242715	CCDC169	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242802	AP5Z1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000242808	SOX2-OT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243018		REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243069	ARHGEF26-AS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243147	MRPL33	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243176		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243207	PPAN-P2RY11	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243224	TWF2-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243276		COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243323	PTPRVP	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243335	KCTD7	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000243364	EFNA4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243406	MRPS31P5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243417	RPS3AP18	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000243449	C4orf48	BIVALENT	SIMPLE_OR	BIV→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000243477	NAA80	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243562	RN7SL838P	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243667	DNAAF10	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243710	CFAP57	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243738	RN7SL181P	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243749	TMEM35B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243753	HLA-L	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000243766	HOTTIP	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243789	JMJD7	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243811	APOBEC3D	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243845	RN7SL30P	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000243902	ELFN2	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244026	FAM86DP	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244040	IL12A-AS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244045	TMEM199	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244061		SIMPLE_OR	REPRESSED	OR→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000244119	PDCL3P4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244239	ICA1-AS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244267	RPL34P22	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000244274	DBNDD2	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000244300	GATA2-AS1	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000244436		COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244534	RN7SL211P	SIMPLE_OR	REPRESSED	OR→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000244558	KCNK15-AS1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244560		SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244578	LINC01391	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244625	MIATNB	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244879	GABPB1-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000244968	LIFR-AS1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000245060	LINC00847	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000245067	IGFBP7-AS1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245149	RNF139-DT	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245213	GALNT7-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245275	SAP30L-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245317	MRNIP-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245466	TTC9-DT	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000245468	LINC02447	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245498	MSANTD2-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245526	LINC00461	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000245534	RORA-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245552	LNCRNA-IUR	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245556	SCAMP1-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245571	FAM111A-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245573	BDNF-AS	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245614	DDX11-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245648	KLRK1-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245680	ZNF585B	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245685	FRG1-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245848	CEBPA	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245849	RAD51-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245857	GS1-24F4.2	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000245864	MEF2C-AS2	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245869		REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245888	NSMCE1-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245904	BTG1-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000245937	SLC12A2-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246067	RAB30-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246089	MCPH1-DT	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246090		COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246095	LINC01096	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246145	RRS1-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246174	KCTD21-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246214	RETREG1-AS1	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000246225		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246263	UBR5-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246273	SBF2-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246334	PRR7-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246366	LACTB2-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246379	GNAO1-DT	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246465		BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246523	FZD4-DT	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246528	SLCO5A1-AS1	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000246582	TNFRSF10A-DT	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000246627	CACNA1C-AS1	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000246640	PICART1	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000246662	CIBAR1-DT	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000246731	MGC16275	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246763	RGMB-AS1	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000246790	SORL1-AS1	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000246820	RIC3-DT	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000246863	GPR176-DT	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246982	BRPF3-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000246985	SOCS2-AS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247095	MIR210HG	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247121		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247137	ANKRD42-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247151	CSTF3-DT	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000247240	UBL7-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247271	ZBED5-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247287	PRKCH-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247317	LY6E-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247345		BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000247363	NUP107-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247373	TMED2-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247400	DNAJC3-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247572	CKMT2-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247596	TWF2	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000247708	STX18-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247728	ARHGAP11B-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247735	KCTD13-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247746	USP51	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247774	PCED1B-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247775	SNCA-AS1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247796	MOCS2-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247809	NR2F2-AS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247877	FAM174A-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247934		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247950	SEC24B-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247970		SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000247993	FOXD1-AS1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000248008	NRAV	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248049	UBA6-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248127	SV2C-AS1	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000248268		COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248275	TRIM52-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248278	SUMO2P17	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248309	MEF2C-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248333	CDK11B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248334	WHAMMP2	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248405	PRR5-ARHGAP8	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248485	PCP4L1	COMPLEX	REPRESSED	CPX→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000248487	ABHD14A	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248503	C4orf46P2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248508	SRP14-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248592	STIMATE-MUSTN1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248671	ALG1L9P	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248672	LY75-CD302	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000248693	LINC02100	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248727	LINC01948	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000248738		BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000248783		REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248866	USP46-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248884		COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248905	FMN1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248919	ATP5MF-PTCD1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248932	COPB2-DT	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000248994		REPRESSED	COMPLEX	REP→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000249035	CLMAT3	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000249069	LINC01033	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249087	ZNF436-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249115	HAUS5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249213		INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000249307	LINC01088	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249451		INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000249481	SPATS1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000249492		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249494	DMXL1-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249502	MED28-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249572	TARS1-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249592	PCGF3-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249641	HOXC13-AS	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249673	NOP14-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249679		INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000249693	THEGL	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249741		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249743		REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000249773		COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249816	LINC00964	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249846	LINC02021	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249898	MCPH1-AS1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000249923	LINC02891	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000249992	TMEM158	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000249996	PPIC-AS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250007	GJD2-DT	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000250056	LINC01018	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000250106	ANKRD33B-AS1	COMPLEX	BIVALENT	CPX→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000250132		BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250133	HOXC-AS2	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250151	ARPC4-TTLL3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250159	PKD2L2-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250230		REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000250234		REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250240		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250280		BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250299	MRPS31P4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250310		BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250312	ZNF718	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250317	SMIM20	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250415		INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000250451	HOXC-AS1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250486	FAM218A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250496	ABT1P1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250510	GPR162	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250555		REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000250565	ATP6V1E2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250571	GLI4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250600	ROPN1L-AS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250688	TRAJ55	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000250692		INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000250709	CCDC169-SOHLH2	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250838		BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250850		INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000250903	GMDS-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250938	MAD2L1-DT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250950		SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250959	GLUD1P3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250988	SNHG21	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000250999		SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000251002	TRD-AS1	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000251009		COMPLEX	REPRESSED	CPX→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000251075	HTT-AS	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
