Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
gs_ind_0,Defense Response To Symbiont (GO:0140546),31/95,0.0033352616126015207,0.8648137169616178,1.918621593232208,10.942290648405663,MX1;APOBEC3G;IFIH1;TRIM56;IRF7;OAS3;MLKL;IFIT1;IFI6;PYCARD;NCBP3;MAP3K14;PMAIP1;RIGI;RAB2B;TRIM52;RNASEL;IKBKE;APOBEC3F;PTPRC;IFIT5;IFIT3;BCL2;SHFL;DDX60;SLFN13;IRF2;SERINC5;RNF185;CARD8;APOBEC3D
gs_ind_0,Positive Regulation Of T Cell Proliferation (GO:0042102),15/37,0.0039965037731129254,0.8974603955415681,2.7017447790841254,14.919940718570732,PYCARD;CD274;PTPRC;CD80;CD70;NCKAP1L;NCK2;IL23A;SYK;IL12RB1;TNFRSF13C;PPP3CA;AIF1;CCL5;CCDC88B
gs_ind_0,Negative Regulation Of Viral Process (GO:0048525),17/44,0.004071961867248494,0.8974603955415681,2.4963299391985934,13.738877252940167,MX1;ZFP36;TRIM21;TRIM13;TRIM32;APOBEC3G;FAM111A;RNASEL;HEXIM1;IFIT5;SHFL;IFIH1;OAS3;CCL5;TRIM6;IFIT1;APOBEC3F
gs_ind_0,Interferon Gamma Response,42/139,0.0036951204941686627,0.8974603955415681,1.7139161407236143,9.599202311022406,PTPN6;MX1;SLC25A28;HERC6;TNFAIP3;NOD1;GCH1;IFIH1;CMPK2;IRF7;OAS3;CCL5;IFIT1;NFKB1;IL18BP;TRIM21;CD274;DHX58;UBE2L6;ARID5B;CASP7;SAMD9L;MVP;BPGM;TNFSF10;IRF9;PSMB9;IFIT3;IL7;HLA-DMA;DDX60;LATS2;SOCS1;IRF2;HELZ2;NMI;IFI35;ST8SIA4;TRIM26;APOL6;PSMB8;XAF1
gs_ind_0,"RNA Phosphodiester Bond Hydrolysis, Endonucleolytic (GO:0090502)",7/12,0.004329894255706841,0.9020179442042905,5.341730558598028,29.070830993864593,ZC3H12C;ZC3H12A;NUDT16;POP1;LACTB2;RPP40;KHNYN
gs_ind_0,Regulation Of Cytokine Production (GO:0001817),31/97,0.004734321479342295,0.9020179442042905,1.860611947547353,9.959701066901504,BCL6B;BTN3A2;IFIH1;ZBTB49;BTN2A2;ZBTB32;IRF7;TRIM56;EOLA1;TRIM21;ZBTB37;RIGI;GLMN;ZBTB1;ZBTB20;ZBTB6;ZBTB39;ZBTB2;PTPRC;ZBTB25;BTN2A3P;ALOX5;RPS6KA5;BTN3A1;ZBTB26;BTN2A1;PATZ1;BTN3A3;FGR;SYT11;CCDC88B
gs_ind_0,Regulation Of Lysosome Size (GO:0062196),5/7,0.005066003714509772,0.9020179442042905,8.614576978648259,45.52978804114172,BORCS8;BORCS6;SNAPIN;BLOC1S2;BORCS7
gs_ind_0,Pattern Recognition Receptor Signaling Pathway (GO:0002221),13/31,0.005115800500251194,0.9020179442042905,2.861015046915578,15.093059979288446,PYCARD;TICAM1;TIFA;ALPK1;DHX58;RIGI;NOD1;TLR6;TLR5;TLR1;IFIH1;CTSS;BCL10
gs_ind_0,Regulation Of Glycogen Metabolic Process (GO:0070873),5/7,0.005066003714509772,0.9020179442042905,8.614576978648259,45.52978804114172,PPP1R3B;PPP1R3F;PPP1R3D;KHK;PPP1R3E
gs_ind_0,Interferon Alpha Response,24/71,0.005603162749227822,0.9499515922537015,2.0245840736553062,10.496302391089229,MX1;SLC25A28;HERC6;IFIH1;CMPK2;IRF7;TRIM21;DHX58;UBE2L6;PARP9;LAMP3;SAMD9L;IRF9;PSMB9;IFIT3;IL7;TMEM140;DDX60;IRF2;HELZ2;NMI;IFI35;TRIM26;PSMB8
gs_ind_0,I-kappaB kinase/NF-kappaB Signaling (GO:0007249),14/35,0.006161344536915848,0.9699716685258949,2.6443594073530456,13.458362107027783,CARD11;TIFA;NKIRAS1;IRAK1BP1;MAP3K14;TIRAP;RELB;FAIM;BCL10;NFKB2;BCL3;NFKB1;IRAK2;NFKBIL1
gs_ind_0,Regulation Of Smoothened Signaling Pathway (GO:0008589),16/42,0.00616066992035159,0.9699716685258949,2.4419143328743265,12.428293330568811,SUFU;FUZ;ARMC9;BTRC;PDCL;MOSMO;TEDC1;TULP3;IFT81;TXNDC15;STK36;EVC;FBXL17;RAB34;TEDC2;TTC23
gs_ind_0,Protein poly-ADP-ribosylation (GO:0070212),3/6,0.10336734907900555,0.9999999999998647,3.912883041873897,8.880155572158289,PARP3;PARP9;PARP2
gs_ind_0,Protein Targeting To Lysosome (GO:0006622),5/23,0.516943680160644,0.9999999999998647,1.1626047302720925,0.7671114183046762,NEDD4;ATG14;SNX16;PXK;ZFYVE16
gs_ind_0,Protein Targeting To ER (GO:0045047),2/21,0.9467299284801028,0.9999999999998647,0.500832767873666,0.027416293324235817,ZFAND2A;SGTB
gs_ind_0,Protein export,2/22,0.9558870236074068,0.9999999999998647,0.4763627828740196,0.021491368499665764,SEC61A2;SEC11C
gs_ind_0,Protein Targeting (GO:0006605),16/108,0.9449159053189726,0.9999999999998647,0.6957820072368163,0.03942255246483837,AP4S1;KIF13B;ZDHHC21;ZFAND2A;ARL6;ZDHHC24;RAB3IP;CHM;TRAK2;PEX1;AP1S3;AP4E1;VPS37C;ZDHHC6;ZDHHC2;PEX12
gs_ind_0,Protein digestion and absorption,3/37,0.9882294788745641,0.9999999999998647,0.3959500275532056,0.0046881837951800835,SLC36A4;SLC7A7;COL19A1
gs_ind_0,Protein processing in endoplasmic reticulum,21/150,0.9831503732649152,0.9999999999998647,0.6466517925288298,0.010988681116174395,ERN1;MBTPS2;DERL3;EIF2AK3;UBE2D1;ATXN3;MAP3K5;DNAJB2;UBXN2A;SVIP;BCL2;UGGT2;BAG2;DERL2;SEC61A2;ERO1B;CKAP4;SELENOS;RBX1;RNF185;EDEM2
gs_ind_0,Protein auto-ADP-ribosylation (GO:0070213),4/8,0.059636426619357134,0.9999999999998647,3.9138180067404913,11.034965670161052,PARP3;PARP2;PARP8;PARP11
gs_ind_0,Protein Targeting To Mitochondrion (GO:0006626),5/55,0.9927667433934263,0.9999999999998647,0.42478569577940295,0.0030837502126750444,TRMT10B;TIMM22;MIPEP;DNLZ;TIMM29
gs_ind_0,Protein Targeting To Peroxisome (GO:0006625),5/16,0.21271819704323267,0.9999999999998647,1.8713520908513475,2.896454453259395,PEX10;PEX1;PEX7;PEX2;PEX12
gs_ind_0,Protein Targeting To Vacuole (GO:0006623),7/29,0.37596307993313455,0.9999999999998647,1.3039357429718876,1.2755938286743562,NEDD4;ATG14;SNX16;VPS37C;PXK;SMURF1;ZFYVE16
gs_ind_0,Protein Targeting To Vacuole Involved In Autophagy (GO:0071211),1/4,0.5978508540253882,0.9999999999998647,1.6758743901601045,0.8620931884147255,SMURF1
gs_ind_0,Protein Tetramerization (GO:0051262),5/42,0.9483533985803628,0.9999999999998647,0.5726569272756462,0.030366887548774212,FKRP;CBR4;HSD17B8;ME1;CBY1
gs_ind_0,Protein Sumoylation (GO:0016925),6/37,0.7935453841701429,0.9999999999998647,0.8063425787851675,0.18646232333379198,TOPORS;NSMCE3;PIAS2;ZMIZ2;IFIH1;SLF2
