Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,label,origin_group,nominal_p_threshold_used
gs_ind_0,Protein Monoubiquitination (GO:0006513),12/47,0.00010399437424901913,0.0036381523943625105,4.489082524106829,41.17015582483266,UBE2W;TRIM21;TRIM56;RNF20;OBI1;KBTBD8;RBX1;PEX2;FANCC;PEX12;TOPORS;FANCF,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Endosomal Transport (GO:0016197),28/180,0.00011747842546834459,0.004074874734173069,2.3878572394428934,21.60833110320002,DENND10;STX6;STX12;RGP1;TBC1D17;DENND1B;CLN5;ZFYVE9;CCDC93;AP5S1;ALS2;RAB43;AGAP2;VAMP4;TMCC1;SNX18;EHD4;VTI1A;CHMP1B;VPS4B;AP5Z1;ZFYVE16;SLC66A2;CHMP2B;TBC1D10C;RAB9A;BLOC1S2;TBC1D10A,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Apoptotic Process (GO:0006915),33/227,0.00011832667104676788,0.004074874734173069,2.2019096346682647,19.909802025306515,PDCD1;CDK11B;LIG4;RELT;IFI6;IFI27L1;TRAIP;PLAGL1;PPARD;GLRX2;MAGEH1;BCL2;AIFM2;MAP3K10;TRADD;RRAGC;PLSCR3;NUDT2;FOXO1;BMF;STK3;CASP7;TCHP;ZNF443;MX1;PMAIP1;IER3;BAD;BBC3;PLK3;CYFIP2;PYCARD;BNIP1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Fat Cell Differentiation (GO:0045444),14/62,0.00012056984089175799,0.004088245066545148,3.8127582091633236,34.40359015697634,MKKS;OSBPL11;ATF5;CBY1;FOXO1;TRIM32;ZNF516;SIRT1;TMEM120B;BBS9;PSMB8;PER2;SLC39A13;NR4A2,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Embryonic Development (GO:0045995),14/62,0.00012056984089175799,0.004088245066545148,3.8127582091633236,34.40359015697634,INSR;DAG1;TLE6;INO80C;SGF29;POGLUT1;UTP25;KAT2B;INO80B;KAT14;INO80D;TFPT;NPHP3;MBIP,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Proteasomal Protein Catabolic Process (GO:0010498),32/219,0.00013506040150800132,0.004544627861429541,2.2156070175438596,19.740589839044844,RNF185;TRIM21;ZFAND2A;UBXN2A;RNF122;UBXN2B;ZNRF2;SMURF2;NHLRC3;SOCS6;SMURF1;SIRT1;KBTBD6;PEX10;ARRB2;BTRC;KCTD13;UBXN11;UBE2W;FBXL17;KBTBD7;ATXN3;NR1D1;RBX1;ANKRD9;PMAIP1;SPOPL;ATE1;TRIM13;GID4;PEX12;TOPORS,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Proteolysis Involved In Protein Catabolic Process (GO:0051603),16/78,0.00013719675631642235,0.004581540165475679,3.3677757370710486,29.953315609667563,OTUD7B;UBE2W;TRIM21;SOCS6;ATE1;FBXL17;ATXN3;ZER1;TNFAIP3;NR1D1;VPS4B;MALT1;PMAIP1;CTSS;PEX10;PEX12,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Transcription By RNA Polymerase II (GO:0006366),29/192,0.00015206645324139628,0.004966945498737828,2.3054576345484112,20.267722880959234,NFKB1;PKNOX1;KLF13;NCOA2;ZNF345;HSF2BP;NFE2L3;ELL;ARRB2;GMEB2;TAF3;SNAPC1;ZBTB1;CYP27B1;IRF9;NCBP3;PEX2;MNT;LEO1;ELL3;ZC3H8;EAF2;TAF5;PIR;E2F2;CTDP1;GTF2F2;SNAPC4;GTF2H5,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Nucleotide-Excision Repair (GO:0006289),13/56,0.00015513675729866106,0.004966945498737828,3.9570588920894454,34.70816890251114,TP53;TENT4A;DDB2;UVSSA;LIG4;XPA;SIRT1;COMMD1;BRCA2;FANCC;GTF2H5;SLX4;ERCC4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Pattern Recognition Receptor Signaling Pathway (GO:0002221),13/56,0.00015513675729866106,0.004966945498737828,3.9570588920894454,34.70816890251114,NOD1;TICAM1;RIGI;TLR6;IFIH1;TIFA;PYCARD;ALPK1;CTSS;DHX58;TLR5;TLR1;BCL10,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Plasma Membrane Organization (GO:0007009),15/71,0.0001554318142464027,0.004966945498737828,3.4990357987334972,30.68410658290272,CHMP6;SNX18;CHMP2B;WHAMM;SYT11;SMPD1;CHMP1B;PACSIN1;ANXA6;ABCD2;BIN2;VPS4B;RAB3A;ABCD1;PLSCR3,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Lysosome Localization (GO:0032418),11/42,0.00015674988195413407,0.004966945498737828,4.653367239341182,40.76749487116895,SNAPIN;BORCS8;TFEB;PIP4P1;BLOC1S2;MILR1;RAB3A;HPS6;BORCS7;BORCS6;RAB34,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Stress-Activated MAPK Cascade (GO:0051403),11/42,0.00015674988195413407,0.004966945498737828,4.653367239341182,40.76749487116895,MAP3K12;SH2D3C;MAP2K6;MAP2K3;MAP3K5;TRIB1;ZFP36;MAP4K2;SH2D3A;MAP3K10;MAP4K1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Cellular Response To Glucose Starvation (GO:0042149),11/42,0.00015674988195413407,0.004966945498737828,4.653367239341182,40.76749487116895,KICS2;TSSK6;TP53;EIF2AK3;PICK1;MTMR3;ZC3H12A;SIRT1;SESN1;PMAIP1;ATG14,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Macroautophagy (GO:0016241),18/95,0.0001577523525007477,0.004966945498737828,3.045963191587837,26.66583646339266,CDK5R1;EXOC8;WDR24;ATG14;ATP6V1G2;GNAI3;NRBP2;TECPR1;SIRT1;SESN1;EPM2A;SMCR8;TBC1D25;NEDD4;ULK1;ERN1;TRIM13;ATP6V1E2,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Mast Cell Degranulation (GO:0043304),6/13,0.00016396987921820383,0.005105977166151506,11.03562978427279,96.1846489780709,CD84;FES;SYK;SPHK2;FGR;FER,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Positive Regulation Of Cytokine Production (GO:0001819),42/320,0.00016448474537057936,0.005105977166151506,1.9524535962792435,17.011128244921526,AIF1;GLMN;IKBKE;IL23A;PTPRC;RIGI;TIRAP;SPHK2;IL17RA;FGR;IL12RB1;CD80;SYK;CD274;IL7;NOD1;APPL1;HAVCR2;BTN3A1;PTPN22;PIBF1;TNFRSF14;HMOX1;TLR6;LTB;IRF7;DHX58;SLAMF6;CCDC88B;EIF2AK3;TICAM1;C5;CARD11;IFIH1;MALT1;TLR1;TRIM6;BCL10;BTN3A2;PYCARD;TLR5;RAB2B,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),14/64,0.00017289462324836084,0.005292496522769269,3.661572967794284,31.719577793262456,NOD1;BAD;TNFSF10;SYK;MAP3K5;CARD8;SIRT1;CASC2;MALT1;CYFIP2;PMAIP1;BCL10;PYCARD;TBC1D10A,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Positive Regulation Of T Cell Differentiation (GO:0045582),14/64,0.00017289462324836084,0.005292496522769269,3.661572967794284,31.719577793262456,NKAP;IL12RB1;IL4I1;TESPA1;VSIR;IL23A;ZBTB1;SOCS1;DUSP10;ADAM8;IL7;SOX4;SOX12;NCKAP1L,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Signal Transduction In Response To DNA Damage (GO:0042770),13/57,0.00018766443093113058,0.00570499870030637,3.8680385635772763,33.191078558647135,E2F1;HINFP;CEP63;TP53;E2F7;MAP2K6;DTX3L;MYO6;UFL1;PARP9;BCL3;PAXIP1;ERCC4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Fatty Acid Metabolic Process (GO:0006631),21/122,0.0001941784501094649,0.005862593206044667,2.7038579767263835,23.109152131499325,ABCD2;ACADSB;PPARD;PCCA;PHYH;ABCD1;ACBD5;SGPL1;CBR4;MLYCD;ACSF2;LIPC;SLC27A3;PEX2;ALOX5;HSD17B8;PER2;DECR2;HTD2;ACSL1;CROT,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),22/131,0.00019989882230909379,0.005891684785026958,2.6232047497429436,22.343669018980734,PTPRC;ZC3H12A;CD79A;BTN2A1;PTPRJ;DENND1B;BCL2;SYK;THEMIS2;NCKAP1L;BTN2A3P;BCAR1;BTN3A1;PTPN22;BTN2A2;TEC;INPP5D;SH2B2;MALT1;BCL10;BTN3A2;BTN3A3,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Multivesicular Body Sorting Pathway (GO:0071985),8/24,0.00020162458857889961,0.005891684785026958,6.562366392512624,55.83985196480487,CHMP6;EXPH5;CHMP2B;DENND10;MITD1;CHMP1B;VPS4B;UVRAG,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Response To Type I Interferon (GO:0034340),5/9,0.0002018249552039634,0.005891684785026958,15.559247962041347,132.37978998304632,TRIM56;SMPD1;SHFL;MX1;IFIT1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Negative Regulation Of Telomerase Activity (GO:0051974),5/9,0.0002018249552039634,0.005891684785026958,15.559247962041347,132.37978998304632,PARP3;TP53;PINX1;TERF1;PIF1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Positive Regulation Of T Cell Apoptotic Process (GO:0070234),5/9,0.0002018249552039634,0.005891684785026958,15.559247962041347,132.37978998304632,ZC3H8;PDCD1;TP53;CD274;CCL5,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Autophagosome Assembly (GO:0000045),14/65,0.0002057031281921309,0.005965390717571796,3.590383800741872,30.479042942291837,UBXN2A;ATG16L2;SMURF1;RAB23;UBXN2B;STX12;WIPI1;ULK1;ATG2B;TP53INP1;RAB43;TP53INP2;ATG14;GABARAPL1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Negative Regulation Of Cell Population Proliferation (GO:0008285),47/375,0.00020986531402350013,0.006046315713827376,1.8506724230388643,15.673427281082931,AIF1;GLMN;NUDT6;PINX1;GPLD1;TGFB3;KAT2B;FKTN;PPM1D;DUSP10;DLL1;PTPRJ;NCK2;IFI35;CGRRF1;E2F1;BMPR2;TNFAIP3;BTG3;ING4;TRIB1;DNAJB2;SOX4;SAV1;ATF5;TBRG1;TP53;HMOX1;TRIM32;CYP27B1;TOB2;FUZ;IFIT3;TP53INP1;PEX2;PER2;PTGIR;ANG;DIS3L2;E2F7;B4GALT7;ZBTB49;TINF2;PTPN6;MED9;FOXO4;ULK1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Type I Interferon Production (GO:0032479),13/58,0.00022587011813355034,0.006465165459303181,3.7829312165381697,31.759789772987524,TRIM21;TRIM56;GPATCH3;PTPN22;IKBKE;TICAM1;TIRAP;CYLD;IRF7;RBX1;XAF1;DHX58;RAB2B,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Protein Acylation (GO:0043543),10/37,0.0002342485493114056,0.006661726486223715,4.865649256676753,40.672584111398386,PORCN;ZDHHC21;FOXO1;ZDHHC13;NAA80;HHAT;KAT2B;ZDHHC2;ZDHHC6;ING4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Protein Dephosphorylation (GO:0006470),21/124,0.000244961147761005,0.006921722688016091,2.651475429516698,22.04545631980523,UBLCP1;PTPRC;DUSP10;PPM1D;PPP3CA;PTPRJ;PPM1M;MTMR3;SSH1;PPP2R5B;MTM1;PPEF1;MTMR6;PTPN22;DUSP22;DUSP11;DUSP18;PTPN6;CTDP1;CTTNBP2NL;PPM1K,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Negative Regulation Of Signal Transduction (GO:0009968),36/266,0.0002556496501471857,0.007177730304769392,2.024520337236857,16.746230147241157,TRABD2A;CBY1;SMPD1;RB1;HIF1AN;PTPRC;MOSMO;SPRY2;HEY1;RPGRIP1L;PTPRJ;BCL2;TNFAIP3;WWOX;CARD8;TRIB1;RNF43;BTRC;ZNF653;NFKBIL1;APPL1;HIC1;SOCS1;TULP3;TLR6;NR1D1;NEDD4;NR4A2;PTGIR;INPP5D;CXXC4;KANK1;SUFU;PIP4K2C;CCL5;CHAC1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Negative Regulation Of DNA Biosynthetic Process (GO:2000279),9/31,0.00026547368486648526,0.007406379765135867,5.3794816839021955,44.29462441407997,BMPR2;TP53;PINX1;TINF2;TENT4B;TERF1;CTC1;PIF1;ERCC4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Vesicle Size (GO:0097494),6/14,0.0002692211808582732,0.007463691605177789,9.73707478816161,80.03853355705691,SNAPIN;RAB22A;BLOC1S2;BORCS7;BORCS8;BORCS6,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),8/25,0.00027761455842001566,0.0076007762330150865,6.187217924290076,50.668840741172836,PINX1;TINF2;TENT4B;TERF1;CTC1;PIF1;SLX4;ERCC4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032),8/25,0.00027761455842001566,0.0076007762330150865,6.187217924290076,50.668840741172836,WAS;USP51;SHLD1;SETMAR;TRAPPC13;KDM4D;NUDT16L1;PARP3,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Positive Regulation Of B Cell Activation (GO:0050871),12/52,0.00029215316599139605,0.007942301882824458,3.93437819691507,32.01888392774018,INPP5D;BCL2;TIRAP;PTPRC;SYK;SHLD1;TNFRSF13C;PPP2R3C;IL7;TRAPPC13;PAXIP1;NCKAP1L,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of GTPase Activity (GO:0043087),30/209,0.000293692197572683,0.007942301882824458,2.170965003667287,17.656411234685493,BCAS3;GMIP;TBC1D30;RASGRP4;RGP1;ERBB2;LRCH1;VAV2;RGL1;SRGAP3;BCAR3;RALGPS1;SIPA1L1;CPEB2;ALS2;ARHGAP9;SEMA4D;SGSM2;SNX18;FICD;SOS2;PREX1;RGS16;TBC1D2;SMCR8;ADAP2;RAB11FIP2;PLXNA3;VAV1;CCL5,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Response To UV (GO:0009411),18/100,0.00030716075081331447,0.008255881643811526,2.8609978553876667,23.140149274725818,BRSK1;NSMCE3;TP53;SMPD1;TENT4A;DDB2;UVSSA;PRIMPOL;ZBTB1;XPA;TRIM32;RBX1;BMF;BCL3;COPS9;NEDD4;DCUN1D3;ERCC4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Telomere Maintenance (GO:0000723),14/68,0.00033816921810028423,0.009034241899309412,3.3924909785686537,27.112666254459036,RAD51D;INO80C;DCLRE1C;TINF2;SHLD1;INO80B;LTO1;INO80D;TERF1;TFPT;CTC1;TRAPPC13;ERCC4;PARP3,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,NF-kappa B signaling pathway,18/101,0.0003486271608134995,0.009257521234131963,2.8266629726199706,22.50449849587089,BCL2;MAP3K14;NFKB1;NFKB2;TICAM1;TRADD;TNFAIP3;TIRAP;CYLD;SYK;CARD11;MALT1;TNFRSF13C;GADD45B;RELB;TRAF5;BCL10;LTB,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),63/556,0.0003590265950875293,0.009476582222430113,1.6485393047620043,13.076401849193315,MAP3K12;GPATCH3;NFKB1;ING2;KDM8;MAP3K5;TGFB3;KAT2B;PBX4;ZXDC;PPARD;SFR1;OSR2;TFPT;TP53INP2;TRIP4;RFX3;RYBP;DYRK1B;E2F1;CD80;BICRA;ZKSCAN3;ESR2;ZNF516;MBTD1;TRERF1;ANKRD49;INO80B;CALCOCO1;INO80D;BRCA2;ATXN7;KAT6B;BTRC;SOX4;HIVEP3;MLLT3;ATF5;HINFP;SGF29;TP53;INO80C;RNF20;FOXO1;NR1D1;MLLT11;PARP9;TP53INP1;MSL2;IRF7;CEP290;TADA2B;TAF5;FZD2;MAP2K3;CREBL2;DTX3L;DXO;PCBD2;BCL3;BCL10;TFEB,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Antiviral Innate Immune Response (GO:0140374),11/46,0.0003727040024946782,0.009738571358169641,4.128627321270392,32.594381508534646,UBE2W;RIGI;CARD8;SENP7;IFIH1;IFIT3;MX1;TRIM6;DHX58;MARCHF2;IFIT1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Autophagosome Assembly (GO:2000785),10/39,0.00037383240980285636,0.009738571358169641,4.535545798686911,35.793180218813646,SNX18;MTMR3;IFT20;FEZ1;WIPI1;MOAP1;PIP4K2C;SMCR8;MTM1;TBC1D12,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Ketone Biosynthetic Process (GO:0010566),4/6,0.00037558011136316677,0.009738571358169641,22.908329321136254,180.67888136682083,DGKQ;SIRT5;CLCN2;H6PD,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,snRNA Transcription By RNA Polymerase II (GO:0042795),5/10,0.00037933919957798377,0.00975379233764861,12.729972708299888,100.27501046072516,ELL3;ZC3H8;SNAPC1;ELL;SNAPC4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Autophagosome Organization (GO:1905037),13/61,0.00038280537078339596,0.00975379233764861,3.5486666633480515,27.920852060927622,UBXN2A;ATG16L2;RAB23;UBXN2B;STX12;WIPI1;ULK1;ATG2B;TP53INP1;RAB43;TP53INP2;ATG14;GABARAPL1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),13/61,0.00038280537078339596,0.00975379233764861,3.5486666633480515,27.920852060927622,TP53;TNFSF10;BBC3;CYLD;WWOX;TLR6;PMAIP1;CRADD;CTSS;PYCARD;PLEKHF1;LTB;BCL10,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,mRNA Methylation (GO:0080009),6/15,0.0004210251906787958,0.01066597149719616,8.711899791231733,67.71601055953643,METTL4;TRMT61B;TRMT61A;ZC3H13;METTL14;TRMT6,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Exocytosis (GO:0017157),12/54,0.00042382579845859196,0.010675566397745563,3.7490416923004117,29.115762751632747,CHMP6;EXPH5;RAB12;SEPTIN1;RAB3D;RAB33B;TPCN2;RAB9A;VAMP2;SMCR8;RAB3A;RAB2B,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Glycerophospholipid Metabolic Process (GO:0006650),13/62,0.0004523780623873002,0.011326560766203876,3.4768886352662305,26.775492630834634,DGKH;PIGZ;GPLD1;SYNJ1;ABHD6;SERINC5;PLCB2;PIGV;PLA2G4C;ACP6;GPCPD1;PIGW;ABHD12,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),11/47,0.0004548097222364079,0.011326560766203876,4.015412886892105,30.901137574099522,BCL2;BCL2L2;TP53;EIF2AK3;BBC3;CYLD;PYCARD;PMAIP1;NOL3;PLAUR;PLEKHF1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Cellular Response To Nutrient Levels (GO:0031669),15/78,0.00045783714516158756,0.011337899639731898,3.1127649348228315,23.934040293285456,JMY;RRAGB;OTUD3;BMPR2;FOXO1;SIRT1;WIPI1;ULK1;RRAGC;PDK2;PPARD;ZFYVE1;PRKAB2;ATG14;TFEB,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Protein Autoubiquitination (GO:0051865),14/70,0.00046227355275337586,0.011383809053278664,3.272237523206757,25.128669450818567,RNF185;TRIM21;RNF146;RNFT1;RNF122;OBI1;SH3RF1;DDB2;TRIM68;DTX3L;BRCA2;RNF19B;TRIM13;TRIM52,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Response To Amino Acid Starvation (GO:1990928),10/40,0.0004661271942733264,0.011414937068649017,4.386728665986572,33.650823759305865,WDR24;RRAGB;KICS2;DEPDC5;EIF2AK3;MAP3K5;RRAGC;SESN1;PEX2;TFEB,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Recombinational Repair (GO:0000725),17/95,0.00047856688392298167,0.011654822233881233,2.843623131130124,21.738687206383933,NSMCE3;RAD51D;HELQ;RAD54B;MBTD1;EXD2;AP5Z1;AP5S1;RAD51B;POLN;BRCA2;SFR1;KDM4D;SWSAP1;SLF2;SLX4;ERCC4,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),8/27,0.0004996429400453112,0.011973207051454228,5.55235128575961,42.2068470052019,UBE2W;RNF185;FBXL17;ATXN3;ZER1;PEX10;PEX12;UGGT2,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,GPI Anchor Metabolic Process (GO:0006505),8/27,0.0004996429400453112,0.011973207051454228,5.55235128575961,42.2068470052019,PGAP1;PIGZ;GPLD1;PIGM;PIGV;PIGW;TP53INP2;MPPE1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Macroautophagy (GO:0016236),18/104,0.0005034537265493544,0.011973207051454228,2.7284215450476603,20.7196843808327,CHMP6;SNX18;CHMP2B;VTI1A;ATG16L2;CHMP1B;MTMR3;HDAC10;TECPR1;ATG10;STK3;VPS4B;VPS37C;ULK1;ZFYVE1;UVRAG;ATG14;GABARAPL1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Lysosomal Transport (GO:0007041),18/104,0.0005034537265493544,0.011973207051454228,2.7284215450476603,20.7196843808327,CHMP6;RAB12;CHMP2B;SNAPIN;AKTIP;HGSNAT;CHMP1B;DTX3L;ZFYVE16;SNX16;LYSET;ALS2;NEDD4;MTM1;PXK;UEVLD;PLEKHF1;ATG14,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Histone Deacetylation (GO:0031063),7/21,0.000507937776456883,0.011973207051454228,6.587203988367262,49.96494090599605,SGF29;ING2;KAT2B;SIRT1;CAMK2D;KAT14;MBIP,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Plasma Membrane Repair (GO:0001778),7/21,0.000507937776456883,0.011973207051454228,6.587203988367262,49.96494090599605,CHMP6;CHMP2B;SYT11;SMPD1;CHMP1B;VPS4B;RAB3A,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Phosphatidylinositol Metabolic Process (GO:0046488),13/63,0.0005323742285099176,0.012482476591870835,3.4079533013658683,25.689710477231234,INPP5D;MTMR6;PGAP1;FIG4;PI4K2B;MTMR3;SYNJ1;SLC27A1;PIP4P1;PLCB2;MTM1;PIP5K1B;PIGW,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Response To Lipopolysaccharide (GO:0032496),24/159,0.0005441820420787907,0.012661957670632168,2.3082638111149323,17.34943415909951,NFKB1;TIRAP;ZC3H12A;GCH1;CD80;TNFAIP3;CD274;NFKBIB;TRIB1;NFKBIL1;PTPN22;CYP27B1;HNRNPA0;NR1D1;PEX2;CASP7;ZFP36;TICAM1;SRR;TRIM6;BCL10;PYCARD;SELENOS;FER,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",26/178,0.0005485035961866832,0.012661957670632168,2.2188528564653014,16.659850005563317,SLU7;RBMX2;ZRSR2;SYF2;GEMIN6;RBM4B;USP49;MAGOHB;LSM3;GPATCH1;PRPF40B;RBM41;WBP4;RNPC3;CWF19L2;U2AF1L4;PNN;FRA10AC1;CWC25;CENATAC;CWC22;WDR83;DBR1;METTL14;HTATSF1;GCFC2,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),11/48,0.0005515190273959565,0.012661957670632168,3.9082365556806606,29.32285096471397,PELI3;IKBKE;MIB2;CYLD;CARD8;SYK;TNFAIP3;PYCARD;TRAIP;ULK1;SPATA2,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Regulation Of TORC1 Signaling (GO:1903432),11/48,0.0005515190273959565,0.012661957670632168,3.9082365556806606,29.32285096471397,CASTOR3P;WDR24;RRAGB;KICS2;DEPDC5;PIP4P1;DGKQ;RRAGC;SESN1;SMCR8;CASTOR1,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Negative Regulation Of Interleukin-6 Production (GO:0032715),9/34,0.0005658613092789728,0.012923920473065866,4.746242171518985,35.48841945476981,CD84;PTPN22;TNFAIP3;GHRL;ZC3H12A;PTPN6;SYT11;SELENOS;NCKAP1L,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
gs_ind_0,Protein Transport (GO:0015031),39/309,0.000601431704283314,0.013665520373612619,1.866860620185227,13.845007197437866,SLU7;DENND10;TRIM23;STX6;RAB20;RAB22A;ARL6;ARL11;LMAN2L;STX12;MYO6;GSDMD;RABL3;VAMP2;DNAJC27;TBC1D13;RAB12;IFT22;PICK1;SVBP;RAB43;ABCD1;STX7;RAB34;SNX18;CHMP1B;UNC93B1;KIF3A;RAB23;RPGR;RAB3A;CEP290;TSNARE1;CHMP2B;STX8;OPTN;RABL2A;IFT27;RAB3D,EXPLORATORY -- NOT FDR-CORRECTED,GM12878-origin,0.05
