gene_id	gate_type	complexity_score	gene_id_clean	gene_name
ENSG00000207826	NULL	-1.0	ENSG00000207826	MIR596
ENSG00000207827	NULL	-1.0	ENSG00000207827	MIR30A
ENSG00000207837	NULL	-1.0	ENSG00000207837	MIR517B
ENSG00000207838	NULL	-1.0	ENSG00000207838	MIR517C
ENSG00000207839	NULL	-1.0	ENSG00000207839	MIR33B
ENSG00000207861	NULL	-1.0	ENSG00000207861	MIR520H
ENSG00000207862	NULL	-1.0	ENSG00000207862	MIR518B
ENSG00000207863	NULL	-1.0	ENSG00000207863	MIR125B2
ENSG00000207864	NULL	-1.0	ENSG00000207864	MIR27B
ENSG00000207866	NULL	-1.0	ENSG00000207866	MIR514A2
ENSG00000207867	NULL	-1.0	ENSG00000207867	MIR514A3
ENSG00000207868	NULL	-1.0	ENSG00000207868	MIR514A1
ENSG00000207869	REPRESSED	1.0	ENSG00000207869	MIR498
ENSG00000207870	NULL	-1.0	ENSG00000207870	MIR221
ENSG00000207871	NULL	-1.0	ENSG00000207871	MIR513B
ENSG00000207873	NULL	-1.0	ENSG00000207873	MIR513A1
ENSG00000207874	NULL	-1.0	ENSG00000207874	MIR610
ENSG00000207922	NULL	-1.0	ENSG00000207922	
ENSG00000207923	NULL	-1.0	ENSG00000207923	MIR559
ENSG00000207924	REPRESSED	1.0	ENSG00000207924	MIR196A2
ENSG00000207925	REPRESSED	1.0	ENSG00000207925	MIR516B2
ENSG00000207926	NULL	-1.0	ENSG00000207926	MIR135A1
ENSG00000207927	NULL	-1.0	ENSG00000207927	MIR302A
ENSG00000207930	NULL	-1.0	ENSG00000207930	MIR603
ENSG00000207931	NULL	-1.0	ENSG00000207931	MIR577
ENSG00000207932	NULL	-1.0	ENSG00000207932	MIR33A
ENSG00000207933	BIVALENT	5.0	ENSG00000207933	MIR9-1
ENSG00000207934	NULL	-1.0	ENSG00000207934	MIR654
ENSG00000207935	NULL	-1.0	ENSG00000207935	MIR204
ENSG00000207938	NULL	-1.0	ENSG00000207938	MIR511
ENSG00000207940	INCONSISTENT	1.0	ENSG00000207940	MIR567
ENSG00000207941	NULL	-1.0	ENSG00000207941	MIR552
ENSG00000207942	NULL	-1.0	ENSG00000207942	MIR136
ENSG00000207943	NULL	-1.0	ENSG00000207943	MIR634
ENSG00000207944	INCONSISTENT	1.0	ENSG00000207944	MIR574
ENSG00000207946	NULL	-1.0	ENSG00000207946	MIR516B1
ENSG00000207947	INCONSISTENT	1.0	ENSG00000207947	MIR152
ENSG00000207948	NULL	-1.0	ENSG00000207948	MIR328
ENSG00000207951	NULL	-1.0	ENSG00000207951	MIR561
ENSG00000207952	NULL	-1.0	ENSG00000207952	MIR624
ENSG00000207954	NULL	-1.0	ENSG00000207954	MIR138-1
ENSG00000207955	NULL	-1.0	ENSG00000207955	MIR219A2HG
ENSG00000207956	NULL	-1.0	ENSG00000207956	MIR579
ENSG00000207957	NULL	-1.0	ENSG00000207957	MIR105-1
ENSG00000207959	NULL	-1.0	ENSG00000207959	MIR656
ENSG00000207960	NULL	-1.0	ENSG00000207960	MIR153-2
ENSG00000207961	NULL	-1.0	ENSG00000207961	MIR496
ENSG00000207962	REPRESSED	1.0	ENSG00000207962	MIR30C1
ENSG00000207963	NULL	-1.0	ENSG00000207963	MIR569
ENSG00000207965	NULL	-1.0	ENSG00000207965	MIR629
ENSG00000207967	NULL	-1.0	ENSG00000207967	MIR620
ENSG00000207969	NULL	-1.0	ENSG00000207969	MIR507
ENSG00000207970	NULL	-1.0	ENSG00000207970	MIR660
ENSG00000207971	REPRESSED	1.0	ENSG00000207971	MIR125B1
ENSG00000207972	INCONSISTENT	2.0	ENSG00000207972	MIR638
ENSG00000207973	INCONSISTENT	1.0	ENSG00000207973	MIR589
ENSG00000207974	NULL	-1.0	ENSG00000207974	MIR557
ENSG00000207975	NULL	-1.0	ENSG00000207975	MIR181B1
ENSG00000207976	NULL	-1.0	ENSG00000207976	MIR607
ENSG00000207978	NULL	-1.0	ENSG00000207978	MIR154
ENSG00000207979	NULL	-1.0	ENSG00000207979	MIR527
ENSG00000207980	INCONSISTENT	2.0	ENSG00000207980	MIR23A
ENSG00000207981	NULL	-1.0	ENSG00000207981	MIR519D
ENSG00000207982	NULL	-1.0	ENSG00000207982	MIR548B
ENSG00000207983	NULL	-1.0	ENSG00000207983	MIR613
ENSG00000207984	NULL	-1.0	ENSG00000207984	MIR513A2
ENSG00000207987	NULL	-1.0	ENSG00000207987	MIR518E
ENSG00000207988	NULL	-1.0	ENSG00000207988	MIR576
ENSG00000207989	NULL	-1.0	ENSG00000207989	MIR493
ENSG00000207990	NULL	-1.0	ENSG00000207990	MIR182
ENSG00000207991	NULL	-1.0	ENSG00000207991	MIR601
ENSG00000207992	NULL	-1.0	ENSG00000207992	MIR519A1
ENSG00000207993	NULL	-1.0	ENSG00000207993	MIR134
ENSG00000207994	NULL	-1.0	ENSG00000207994	MIR100
ENSG00000207995	NULL	-1.0	ENSG00000207995	MIR325
ENSG00000207996	INCONSISTENT	2.0	ENSG00000207996	MIR301A
ENSG00000207997	NULL	-1.0	ENSG00000207997	MIR644A
ENSG00000208000	NULL	-1.0	ENSG00000208000	MIR509-1
ENSG00000208001	NULL	-1.0	ENSG00000208001	MIR431
ENSG00000208002	NULL	-1.0	ENSG00000208002	MIR643
ENSG00000208003	NULL	-1.0	ENSG00000208003	MIR549A
ENSG00000208004	NULL	-1.0	ENSG00000208004	MIR323B
ENSG00000208005	NULL	-1.0	ENSG00000208005	MIR503
ENSG00000208006	NULL	-1.0	ENSG00000208006	MIR16-1
ENSG00000208008	NULL	-1.0	ENSG00000208008	MIR125A
ENSG00000208009	INCONSISTENT	1.0	ENSG00000208009	MIR130A
ENSG00000208012	NULL	-1.0	ENSG00000208012	MIRLET7F2
ENSG00000208013	NULL	-1.0	ENSG00000208013	MIR652
ENSG00000208014	NULL	-1.0	ENSG00000208014	MIR653
ENSG00000208015	NULL	-1.0	ENSG00000208015	MIR362
ENSG00000208017	NULL	-1.0	ENSG00000208017	MIR140
ENSG00000208018	NULL	-1.0	ENSG00000208018	MIR645
ENSG00000208022	BIVALENT	4.0	ENSG00000208022	MIR618
ENSG00000208023	INCONSISTENT	1.0	ENSG00000208023	MIR185
ENSG00000208024	NULL	-1.0	ENSG00000208024	MIR199A2
ENSG00000208025	NULL	-1.0	ENSG00000208025	MIR591
ENSG00000208027	NULL	-1.0	ENSG00000208027	MIR485
ENSG00000208028	INCONSISTENT	2.0	ENSG00000208028	MIR616
ENSG00000208032	NULL	-1.0	ENSG00000208032	MIR548A3
ENSG00000208033	NULL	-1.0	ENSG00000208033	MIR609
ENSG00000208036	NULL	-1.0	ENSG00000208036	MIR106B
ENSG00000208037	COMPLEX	4.0	ENSG00000208037	MIR320A
ENSG00000208308	NULL	-1.0	ENSG00000208308	SNORA40B
ENSG00000208772	NULL	-1.0	ENSG00000208772	SNORD94
ENSG00000208797	INCONSISTENT	1.0	ENSG00000208797	SNORD73A
ENSG00000208839	NULL	-1.0	ENSG00000208839	SNORA35
ENSG00000208883	NULL	-1.0	ENSG00000208883	SNORD96B
ENSG00000208892	NULL	-1.0	ENSG00000208892	SNORA49
ENSG00000209042	COMPLEX	4.0	ENSG00000209042	SNORD12C
ENSG00000209082	NULL	-1.0	ENSG00000209082	MT-TL1
ENSG00000209480	INCONSISTENT	1.0	ENSG00000209480	SNORD83B
ENSG00000209482	INCONSISTENT	2.0	ENSG00000209482	SNORD83A
ENSG00000209582	INCONSISTENT	2.0	ENSG00000209582	SNORA48
ENSG00000209645	INCONSISTENT	2.0	ENSG00000209645	SNORD105
ENSG00000209702	NULL	-1.0	ENSG00000209702	SNORD41
ENSG00000210049	NULL	-1.0	ENSG00000210049	MT-TF
ENSG00000210077	NULL	-1.0	ENSG00000210077	MT-TV
ENSG00000210082	NULL	-1.0	ENSG00000210082	MT-RNR2
ENSG00000210100	NULL	-1.0	ENSG00000210100	MT-TI
ENSG00000210107	NULL	-1.0	ENSG00000210107	MT-TQ
ENSG00000210112	NULL	-1.0	ENSG00000210112	MT-TM
ENSG00000210117	NULL	-1.0	ENSG00000210117	MT-TW
ENSG00000210127	NULL	-1.0	ENSG00000210127	MT-TA
ENSG00000210135	NULL	-1.0	ENSG00000210135	MT-TN
ENSG00000210140	NULL	-1.0	ENSG00000210140	MT-TC
ENSG00000210144	NULL	-1.0	ENSG00000210144	MT-TY
ENSG00000210151	NULL	-1.0	ENSG00000210151	MIR12136
ENSG00000210154	NULL	-1.0	ENSG00000210154	MT-TD
ENSG00000210156	NULL	-1.0	ENSG00000210156	MT-TK
ENSG00000210164	NULL	-1.0	ENSG00000210164	MT-TG
ENSG00000210174	NULL	-1.0	ENSG00000210174	MT-TR
ENSG00000210176	NULL	-1.0	ENSG00000210176	MT-TH
ENSG00000210181	INCONSISTENT	1.0	ENSG00000210181	RNU6ATAC4P
ENSG00000210184	NULL	-1.0	ENSG00000210184	MT-TS2
ENSG00000210191	NULL	-1.0	ENSG00000210191	MT-TL2
ENSG00000210194	NULL	-1.0	ENSG00000210194	MT-TE
ENSG00000210195	NULL	-1.0	ENSG00000210195	MT-TT
ENSG00000210196	NULL	-1.0	ENSG00000210196	MT-TP
ENSG00000210678	NULL	-1.0	ENSG00000210678	RNU6ATAC2P
ENSG00000210709	INCONSISTENT	2.0	ENSG00000210709	RNU6ATAC3P
ENSG00000210741	REPRESSED	1.0	ENSG00000210741	MIR196A1
ENSG00000210825	INCONSISTENT	1.0	ENSG00000210825	SNORA40
ENSG00000210839	NULL	-1.0	ENSG00000210839	RNU6ATAC5P
ENSG00000210841	NULL	-1.0	ENSG00000210841	RNU6ATAC26P
ENSG00000211137	NULL	-1.0	ENSG00000211137	MIR190A
ENSG00000211445	NULL	-1.0	ENSG00000211445	GPX3
ENSG00000211448	REPRESSED	1.0	ENSG00000211448	DIO2
ENSG00000211450	SIMPLE_AND	1.0	ENSG00000211450	SELENOH
ENSG00000211451	SIMPLE_AND	1.0	ENSG00000211451	GNRHR2
ENSG00000211452	INCONSISTENT	2.0	ENSG00000211452	DIO1
ENSG00000211454	NULL	-1.0	ENSG00000211454	AKR7L
ENSG00000211455	COMPLEX	4.0	ENSG00000211455	STK38L
ENSG00000211456	SIMPLE_AND	1.0	ENSG00000211456	SACM1L
ENSG00000211459	NULL	-1.0	ENSG00000211459	MT-RNR1
ENSG00000211460	SIMPLE_AND	1.0	ENSG00000211460	TSN
ENSG00000211491	NULL	-1.0	ENSG00000211491	MIR320D1
ENSG00000211513	NULL	-1.0	ENSG00000211513	MIR320E
ENSG00000211514	NULL	-1.0	ENSG00000211514	MIR454
ENSG00000211520	NULL	-1.0	ENSG00000211520	MIR216B
ENSG00000211532	REPRESSED	1.0	ENSG00000211532	MIR526A2
ENSG00000211538	NULL	-1.0	ENSG00000211538	MIR501
ENSG00000211543	NULL	-1.0	ENSG00000211543	MIR320B1
ENSG00000211563	NULL	-1.0	ENSG00000211563	MIR3065
ENSG00000211568	REPRESSED	1.0	ENSG00000211568	MIR670
ENSG00000211574	NULL	-1.0	ENSG00000211574	MIR770
ENSG00000211575	INCONSISTENT	2.0	ENSG00000211575	MIR760
ENSG00000211578	INCONSISTENT	1.0	ENSG00000211578	MIR766
ENSG00000211579	NULL	-1.0	ENSG00000211579	MIR759
ENSG00000211580	NULL	-1.0	ENSG00000211580	MIR769
ENSG00000211581	NULL	-1.0	ENSG00000211581	MIR765
ENSG00000211582	NULL	-1.0	ENSG00000211582	MIR758
ENSG00000211583	NULL	-1.0	ENSG00000211583	MIR767
ENSG00000211584	SIMPLE_AND	1.0	ENSG00000211584	SLC48A1
ENSG00000211590	NULL	-1.0	ENSG00000211590	MIR802
ENSG00000211591	INCONSISTENT	2.0	ENSG00000211591	MIR762
ENSG00000211592	INCONSISTENT	1.0	ENSG00000211592	IGKC
ENSG00000211593	INCONSISTENT	1.0	ENSG00000211593	IGKJ5
ENSG00000211594	INCONSISTENT	1.0	ENSG00000211594	IGKJ4
ENSG00000211595	INCONSISTENT	1.0	ENSG00000211595	IGKJ3
ENSG00000211596	INCONSISTENT	1.0	ENSG00000211596	IGKJ2
ENSG00000211597	INCONSISTENT	1.0	ENSG00000211597	IGKJ1
ENSG00000211598	INCONSISTENT	1.0	ENSG00000211598	IGKV4-1
ENSG00000211599	NULL	-1.0	ENSG00000211599	IGKV5-2
ENSG00000211611	NULL	-1.0	ENSG00000211611	IGKV6-21
ENSG00000211623	NULL	-1.0	ENSG00000211623	IGKV2D-26
ENSG00000211625	NULL	-1.0	ENSG00000211625	IGKV3D-20
ENSG00000211626	NULL	-1.0	ENSG00000211626	IGKV6D-41
ENSG00000211632	NULL	-1.0	ENSG00000211632	IGKV3D-11
ENSG00000211633	NULL	-1.0	ENSG00000211633	IGKV1D-42
ENSG00000211637	INCONSISTENT	2.0	ENSG00000211637	IGLV4-69
ENSG00000211638	COMPLEX	3.0	ENSG00000211638	IGLV8-61
ENSG00000211639	INCONSISTENT	1.0	ENSG00000211639	IGLV4-60
ENSG00000211640	SIMPLE_AND	1.0	ENSG00000211640	IGLV6-57
ENSG00000211641	NULL	-1.0	ENSG00000211641	IGLV11-55
ENSG00000211642	NULL	-1.0	ENSG00000211642	IGLV10-54
ENSG00000211643	NULL	-1.0	ENSG00000211643	IGLV5-52
ENSG00000211644	NULL	-1.0	ENSG00000211644	IGLV1-51
ENSG00000211645	NULL	-1.0	ENSG00000211645	IGLV1-50
ENSG00000211647	NULL	-1.0	ENSG00000211647	IGLV5-48
ENSG00000211648	NULL	-1.0	ENSG00000211648	IGLV1-47
ENSG00000211649	NULL	-1.0	ENSG00000211649	IGLV7-46
ENSG00000211650	NULL	-1.0	ENSG00000211650	IGLV5-45
ENSG00000211651	NULL	-1.0	ENSG00000211651	IGLV1-44
ENSG00000211652	NULL	-1.0	ENSG00000211652	IGLV7-43
ENSG00000211653	NULL	-1.0	ENSG00000211653	IGLV1-40
ENSG00000211654	NULL	-1.0	ENSG00000211654	IGLV5-37
ENSG00000211655	NULL	-1.0	ENSG00000211655	IGLV1-36
ENSG00000211656	NULL	-1.0	ENSG00000211656	IGLV2-33
ENSG00000211657	NULL	-1.0	ENSG00000211657	IGLV3-32
ENSG00000211658	NULL	-1.0	ENSG00000211658	IGLV3-27
ENSG00000211659	INCONSISTENT	1.0	ENSG00000211659	IGLV3-25
ENSG00000211660	INCONSISTENT	1.0	ENSG00000211660	IGLV2-23
ENSG00000211661	NULL	-1.0	ENSG00000211661	IGLV3-22
ENSG00000211662	NULL	-1.0	ENSG00000211662	IGLV3-21
ENSG00000211663	INCONSISTENT	2.0	ENSG00000211663	IGLV3-19
ENSG00000211664	NULL	-1.0	ENSG00000211664	IGLV2-18
ENSG00000211665	NULL	-1.0	ENSG00000211665	IGLV3-16
ENSG00000211666	NULL	-1.0	ENSG00000211666	IGLV2-14
ENSG00000211667	NULL	-1.0	ENSG00000211667	IGLV3-12
ENSG00000211668	NULL	-1.0	ENSG00000211668	IGLV2-11
ENSG00000211669	NULL	-1.0	ENSG00000211669	IGLV3-10
ENSG00000211670	INCONSISTENT	2.0	ENSG00000211670	IGLV3-9
ENSG00000211672	NULL	-1.0	ENSG00000211672	IGLV4-3
ENSG00000211673	NULL	-1.0	ENSG00000211673	IGLV3-1
ENSG00000211674	NULL	-1.0	ENSG00000211674	IGLJ1
ENSG00000211675	NULL	-1.0	ENSG00000211675	IGLC1
ENSG00000211676	INCONSISTENT	2.0	ENSG00000211676	IGLJ2
ENSG00000211677	SIMPLE_AND	1.0	ENSG00000211677	IGLC2
ENSG00000211678	INCONSISTENT	1.0	ENSG00000211678	IGLJ3
ENSG00000211679	INCONSISTENT	1.0	ENSG00000211679	IGLC3
ENSG00000211680	NULL	-1.0	ENSG00000211680	IGLJ4
ENSG00000211681	NULL	-1.0	ENSG00000211681	IGLJ5
ENSG00000211682	NULL	-1.0	ENSG00000211682	IGLJ6
ENSG00000211683	NULL	-1.0	ENSG00000211683	
ENSG00000211684	NULL	-1.0	ENSG00000211684	IGLJ7
ENSG00000211685	NULL	-1.0	ENSG00000211685	IGLC7
ENSG00000211687	NULL	-1.0	ENSG00000211687	TRGJ2
ENSG00000211688	NULL	-1.0	ENSG00000211688	TRGJP2
ENSG00000211689	NULL	-1.0	ENSG00000211689	TARP
ENSG00000211690	NULL	-1.0	ENSG00000211690	TRGJ1
ENSG00000211691	NULL	-1.0	ENSG00000211691	TRGJP
ENSG00000211692	NULL	-1.0	ENSG00000211692	TRGJP1
ENSG00000211693	NULL	-1.0	ENSG00000211693	TRGV11
ENSG00000211694	NULL	-1.0	ENSG00000211694	TRGV10
ENSG00000211695	NULL	-1.0	ENSG00000211695	TRGV9
ENSG00000211696	NULL	-1.0	ENSG00000211696	TRGV8
ENSG00000211697	SIMPLE_AND	1.0	ENSG00000211697	TRGV5
ENSG00000211698	INCONSISTENT	1.0	ENSG00000211698	TRGV4
ENSG00000211699	SIMPLE_AND	1.0	ENSG00000211699	TRGV3
ENSG00000211701	COMPLEX	3.0	ENSG00000211701	TRGV1
ENSG00000211706	NULL	-1.0	ENSG00000211706	TRBV6-1
ENSG00000211707	NULL	-1.0	ENSG00000211707	TRBV7-1
ENSG00000211710	NULL	-1.0	ENSG00000211710	TRBV4-1
ENSG00000211713	NULL	-1.0	ENSG00000211713	TRBV6-4
ENSG00000211714	NULL	-1.0	ENSG00000211714	TRBV7-3
ENSG00000211715	NULL	-1.0	ENSG00000211715	TRBV5-3
ENSG00000211716	NULL	-1.0	ENSG00000211716	TRBV9
ENSG00000211717	NULL	-1.0	ENSG00000211717	TRBV10-1
ENSG00000211720	NULL	-1.0	ENSG00000211720	TRBV11-1
ENSG00000211721	NULL	-1.0	ENSG00000211721	TRBV6-5
ENSG00000211724	NULL	-1.0	ENSG00000211724	TRBV6-6
ENSG00000211725	NULL	-1.0	ENSG00000211725	TRBV5-5
ENSG00000211727	NULL	-1.0	ENSG00000211727	TRBV7-6
ENSG00000211728	NULL	-1.0	ENSG00000211728	TRBV5-6
ENSG00000211731	NULL	-1.0	ENSG00000211731	TRBV5-7
ENSG00000211734	NULL	-1.0	ENSG00000211734	TRBV5-1
ENSG00000211739	NULL	-1.0	ENSG00000211739	TRBV12-2
ENSG00000211745	REPRESSED	1.0	ENSG00000211745	TRBV4-2
ENSG00000211746	NULL	-1.0	ENSG00000211746	TRBV19
ENSG00000211747	NULL	-1.0	ENSG00000211747	TRBV20-1
ENSG00000211749	REPRESSED	1.0	ENSG00000211749	TRBV23-1
ENSG00000211750	NULL	-1.0	ENSG00000211750	TRBV24-1
ENSG00000211751	NULL	-1.0	ENSG00000211751	TRBC1
ENSG00000211752	NULL	-1.0	ENSG00000211752	TRBV27
ENSG00000211753	INCONSISTENT	1.0	ENSG00000211753	TRBV28
ENSG00000211764	INCONSISTENT	2.0	ENSG00000211764	TRBJ2-1
ENSG00000211765	INCONSISTENT	2.0	ENSG00000211765	TRBJ2-2
ENSG00000211766	INCONSISTENT	2.0	ENSG00000211766	TRBJ2-2P
ENSG00000211767	INCONSISTENT	2.0	ENSG00000211767	TRBJ2-3
ENSG00000211768	INCONSISTENT	2.0	ENSG00000211768	TRBJ2-4
ENSG00000211769	INCONSISTENT	2.0	ENSG00000211769	TRBJ2-5
ENSG00000211770	INCONSISTENT	2.0	ENSG00000211770	TRBJ2-6
ENSG00000211771	INCONSISTENT	2.0	ENSG00000211771	TRBJ2-7
ENSG00000211772	SIMPLE_OR	0.0	ENSG00000211772	TRBC2
ENSG00000211776	NULL	-1.0	ENSG00000211776	TRAV2
ENSG00000211777	REPRESSED	1.0	ENSG00000211777	TRAV3
ENSG00000211778	NULL	-1.0	ENSG00000211778	TRAV4
ENSG00000211779	NULL	-1.0	ENSG00000211779	TRAV5
ENSG00000211780	NULL	-1.0	ENSG00000211780	TRAV6
ENSG00000211781	NULL	-1.0	ENSG00000211781	TRAV7
ENSG00000211782	NULL	-1.0	ENSG00000211782	TRAV8-1
ENSG00000211783	NULL	-1.0	ENSG00000211783	TRAV9-1
ENSG00000211784	NULL	-1.0	ENSG00000211784	TRAV10
ENSG00000211785	NULL	-1.0	ENSG00000211785	TRAV12-1
ENSG00000211786	NULL	-1.0	ENSG00000211786	TRAV8-2
ENSG00000211787	NULL	-1.0	ENSG00000211787	TRAV8-3
ENSG00000211788	NULL	-1.0	ENSG00000211788	TRAV13-1
ENSG00000211789	NULL	-1.0	ENSG00000211789	TRAV12-2
ENSG00000211790	NULL	-1.0	ENSG00000211790	TRAV8-4
ENSG00000211791	NULL	-1.0	ENSG00000211791	TRAV13-2
ENSG00000211792	NULL	-1.0	ENSG00000211792	TRAV14DV4
ENSG00000211793	NULL	-1.0	ENSG00000211793	TRAV9-2
ENSG00000211794	NULL	-1.0	ENSG00000211794	TRAV12-3
ENSG00000211795	NULL	-1.0	ENSG00000211795	TRAV8-6
ENSG00000211796	NULL	-1.0	ENSG00000211796	TRAV16
ENSG00000211797	NULL	-1.0	ENSG00000211797	TRAV17
ENSG00000211798	NULL	-1.0	ENSG00000211798	TRAV18
ENSG00000211799	NULL	-1.0	ENSG00000211799	TRAV19
ENSG00000211800	NULL	-1.0	ENSG00000211800	TRAV20
ENSG00000211801	NULL	-1.0	ENSG00000211801	TRAV21
ENSG00000211802	NULL	-1.0	ENSG00000211802	TRAV22
ENSG00000211803	NULL	-1.0	ENSG00000211803	TRAV23DV6
ENSG00000211804	NULL	-1.0	ENSG00000211804	TRDV1
ENSG00000211805	NULL	-1.0	ENSG00000211805	TRAV24
ENSG00000211806	NULL	-1.0	ENSG00000211806	TRAV25
ENSG00000211807	NULL	-1.0	ENSG00000211807	TRAV26-1
ENSG00000211808	NULL	-1.0	ENSG00000211808	TRAV8-7
ENSG00000211809	REPRESSED	1.0	ENSG00000211809	TRAV27
ENSG00000211810	NULL	-1.0	ENSG00000211810	TRAV29DV5
ENSG00000211812	NULL	-1.0	ENSG00000211812	TRAV26-2
ENSG00000211813	NULL	-1.0	ENSG00000211813	TRAV34
ENSG00000211814	NULL	-1.0	ENSG00000211814	TRAV35
ENSG00000211815	NULL	-1.0	ENSG00000211815	TRAV36DV7
ENSG00000211816	NULL	-1.0	ENSG00000211816	TRAV38-1
ENSG00000211817	NULL	-1.0	ENSG00000211817	TRAV38-2DV8
ENSG00000211818	NULL	-1.0	ENSG00000211818	TRAV39
ENSG00000211819	REPRESSED	1.0	ENSG00000211819	TRAV40
ENSG00000211820	NULL	-1.0	ENSG00000211820	TRAV41
ENSG00000211821	NULL	-1.0	ENSG00000211821	TRDV2
ENSG00000211825	INCONSISTENT	2.0	ENSG00000211825	TRDJ1
ENSG00000211826	NULL	-1.0	ENSG00000211826	TRDJ4
ENSG00000211827	INCONSISTENT	1.0	ENSG00000211827	TRDJ2
ENSG00000211828	INCONSISTENT	1.0	ENSG00000211828	TRDJ3
ENSG00000211829	COMPLEX	4.0	ENSG00000211829	TRDC
ENSG00000211831	INCONSISTENT	2.0	ENSG00000211831	TRAJ61
ENSG00000211832	INCONSISTENT	2.0	ENSG00000211832	TRAJ59
ENSG00000211833	INCONSISTENT	2.0	ENSG00000211833	TRAJ58
ENSG00000211834	INCONSISTENT	2.0	ENSG00000211834	TRAJ57
ENSG00000211835	INCONSISTENT	2.0	ENSG00000211835	TRAJ56
ENSG00000211836	INCONSISTENT	2.0	ENSG00000211836	TRAJ54
ENSG00000211837	INCONSISTENT	2.0	ENSG00000211837	TRAJ53
ENSG00000211838	INCONSISTENT	2.0	ENSG00000211838	TRAJ52
ENSG00000211839	INCONSISTENT	2.0	ENSG00000211839	TRAJ50
ENSG00000211840	INCONSISTENT	2.0	ENSG00000211840	TRAJ49
ENSG00000211841	INCONSISTENT	2.0	ENSG00000211841	TRAJ48
ENSG00000211842	INCONSISTENT	2.0	ENSG00000211842	TRAJ47
ENSG00000211843	INCONSISTENT	2.0	ENSG00000211843	TRAJ46
ENSG00000211844	INCONSISTENT	2.0	ENSG00000211844	TRAJ45
ENSG00000211845	INCONSISTENT	2.0	ENSG00000211845	TRAJ44
ENSG00000211846	INCONSISTENT	2.0	ENSG00000211846	TRAJ43
ENSG00000211847	INCONSISTENT	2.0	ENSG00000211847	TRAJ42
ENSG00000211848	INCONSISTENT	2.0	ENSG00000211848	TRAJ41
ENSG00000211849	INCONSISTENT	2.0	ENSG00000211849	TRAJ40
ENSG00000211850	INCONSISTENT	1.0	ENSG00000211850	TRAJ39
ENSG00000211851	INCONSISTENT	1.0	ENSG00000211851	TRAJ38
ENSG00000211854	INCONSISTENT	2.0	ENSG00000211854	TRAJ35
ENSG00000211855	INCONSISTENT	2.0	ENSG00000211855	TRAJ34
ENSG00000211856	INCONSISTENT	2.0	ENSG00000211856	TRAJ33
ENSG00000211857	INCONSISTENT	2.0	ENSG00000211857	TRAJ32
ENSG00000211858	INCONSISTENT	2.0	ENSG00000211858	TRAJ31
ENSG00000211859	INCONSISTENT	2.0	ENSG00000211859	TRAJ30
ENSG00000211860	INCONSISTENT	2.0	ENSG00000211860	TRAJ29
ENSG00000211861	INCONSISTENT	2.0	ENSG00000211861	TRAJ28
ENSG00000211862	INCONSISTENT	2.0	ENSG00000211862	TRAJ27
ENSG00000211863	INCONSISTENT	1.0	ENSG00000211863	TRAJ26
ENSG00000211864	INCONSISTENT	2.0	ENSG00000211864	TRAJ25
ENSG00000211865	INCONSISTENT	2.0	ENSG00000211865	TRAJ24
ENSG00000211866	INCONSISTENT	2.0	ENSG00000211866	TRAJ23
ENSG00000211867	INCONSISTENT	2.0	ENSG00000211867	TRAJ22
ENSG00000211868	INCONSISTENT	1.0	ENSG00000211868	TRAJ21
ENSG00000211869	INCONSISTENT	1.0	ENSG00000211869	TRAJ20
ENSG00000211870	INCONSISTENT	1.0	ENSG00000211870	TRAJ19
ENSG00000211871	INCONSISTENT	1.0	ENSG00000211871	TRAJ18
ENSG00000211872	INCONSISTENT	1.0	ENSG00000211872	TRAJ17
ENSG00000211873	INCONSISTENT	1.0	ENSG00000211873	TRAJ16
ENSG00000211875	INCONSISTENT	2.0	ENSG00000211875	TRAJ14
ENSG00000211876	INCONSISTENT	2.0	ENSG00000211876	TRAJ13
ENSG00000211877	INCONSISTENT	2.0	ENSG00000211877	TRAJ12
ENSG00000211878	INCONSISTENT	2.0	ENSG00000211878	TRAJ11
ENSG00000211879	INCONSISTENT	2.0	ENSG00000211879	TRAJ10
ENSG00000211880	INCONSISTENT	2.0	ENSG00000211880	TRAJ9
ENSG00000211881	INCONSISTENT	2.0	ENSG00000211881	TRAJ8
ENSG00000211882	INCONSISTENT	2.0	ENSG00000211882	TRAJ7
ENSG00000211883	INCONSISTENT	2.0	ENSG00000211883	TRAJ6
ENSG00000211884	INCONSISTENT	1.0	ENSG00000211884	TRAJ5
ENSG00000211885	INCONSISTENT	1.0	ENSG00000211885	TRAJ4
ENSG00000211886	NULL	-1.0	ENSG00000211886	TRAJ3
ENSG00000211887	NULL	-1.0	ENSG00000211887	TRAJ2
ENSG00000211888	NULL	-1.0	ENSG00000211888	TRAJ1
ENSG00000211890	NULL	-1.0	ENSG00000211890	IGHA2
ENSG00000211891	NULL	-1.0	ENSG00000211891	IGHE
ENSG00000211892	NULL	-1.0	ENSG00000211892	IGHG4
ENSG00000211893	REPRESSED	1.0	ENSG00000211893	IGHG2
ENSG00000211895	INCONSISTENT	2.0	ENSG00000211895	IGHA1
ENSG00000211896	NULL	-1.0	ENSG00000211896	IGHG1
ENSG00000211897	NULL	-1.0	ENSG00000211897	IGHG3
ENSG00000211898	NULL	-1.0	ENSG00000211898	IGHD
ENSG00000211899	SIMPLE_AND	1.0	ENSG00000211899	IGHM
ENSG00000211900	INCONSISTENT	2.0	ENSG00000211900	IGHJ6
