gene_id	gate_type	complexity_score	gene_id_clean	gene_name
ENSG00000144381	SIMPLE_AND	1.0	ENSG00000144381	HSPD1
ENSG00000144395	SIMPLE_AND	1.0	ENSG00000144395	CCDC150
ENSG00000144401	SIMPLE_AND	1.0	ENSG00000144401	METTL21A
ENSG00000144406	NULL	-1.0	ENSG00000144406	UNC80
ENSG00000144407	NULL	-1.0	ENSG00000144407	PTH2R
ENSG00000144410	NULL	-1.0	ENSG00000144410	CPO
ENSG00000144426	SIMPLE_AND	1.0	ENSG00000144426	NBEAL1
ENSG00000144445	SIMPLE_AND	1.0	ENSG00000144445	KANSL1L
ENSG00000144451	SIMPLE_AND	1.0	ENSG00000144451	SPAG16
ENSG00000144452	INCONSISTENT	1.0	ENSG00000144452	ABCA12
ENSG00000144455	COMPLEX	4.0	ENSG00000144455	SUMF1
ENSG00000144460	NULL	-1.0	ENSG00000144460	NYAP2
ENSG00000144468	SIMPLE_AND	1.0	ENSG00000144468	RHBDD1
ENSG00000144476	SIMPLE_AND	1.0	ENSG00000144476	ACKR3
ENSG00000144481	NULL	-1.0	ENSG00000144481	TRPM8
ENSG00000144485	INCONSISTENT	1.0	ENSG00000144485	HES6
ENSG00000144488	NULL	-1.0	ENSG00000144488	ESPNL
ENSG00000144504	SIMPLE_AND	1.0	ENSG00000144504	ANKMY1
ENSG00000144524	SIMPLE_AND	1.0	ENSG00000144524	COPS7B
ENSG00000144535	SIMPLE_AND	1.0	ENSG00000144535	DIS3L2
ENSG00000144550	NULL	-1.0	ENSG00000144550	CPNE9
ENSG00000144554	SIMPLE_AND	1.0	ENSG00000144554	FANCD2
ENSG00000144559	SIMPLE_AND	1.0	ENSG00000144559	TAMM41
ENSG00000144560	NULL	-1.0	ENSG00000144560	VGLL4
ENSG00000144566	COMPLEX	4.0	ENSG00000144566	RAB5A
ENSG00000144567	SIMPLE_AND	1.0	ENSG00000144567	RETREG2
ENSG00000144579	SIMPLE_AND	1.0	ENSG00000144579	CTDSP1
ENSG00000144580	SIMPLE_AND	1.0	ENSG00000144580	CNOT9
ENSG00000144583	REPRESSED	1.0	ENSG00000144583	MARCHF4
ENSG00000144589	SIMPLE_AND	1.0	ENSG00000144589	STK11IP
ENSG00000144591	BIVALENT	5.0	ENSG00000144591	GMPPA
ENSG00000144596	REPRESSED	1.0	ENSG00000144596	GRIP2
ENSG00000144597	SIMPLE_AND	1.0	ENSG00000144597	EAF1
ENSG00000144619	REPRESSED	1.0	ENSG00000144619	CNTN4
ENSG00000144635	COMPLEX	4.0	ENSG00000144635	DYNC1LI1
ENSG00000144642	NULL	-1.0	ENSG00000144642	RBMS3
ENSG00000144644	REPRESSED	1.0	ENSG00000144644	GADL1
ENSG00000144645	NULL	-1.0	ENSG00000144645	OSBPL10
ENSG00000144647	BIVALENT	4.0	ENSG00000144647	POMGNT2
ENSG00000144648	INCONSISTENT	2.0	ENSG00000144648	ACKR2
ENSG00000144649	REPRESSED	1.0	ENSG00000144649	GASK1A
ENSG00000144655	SIMPLE_AND	1.0	ENSG00000144655	CSRNP1
ENSG00000144659	SIMPLE_AND	1.0	ENSG00000144659	SLC25A38
ENSG00000144668	REPRESSED	1.0	ENSG00000144668	ITGA9
ENSG00000144671	NULL	-1.0	ENSG00000144671	SLC22A14
ENSG00000144674	SIMPLE_AND	1.0	ENSG00000144674	GOLGA4
ENSG00000144677	REPRESSED	1.0	ENSG00000144677	CTDSPL
ENSG00000144681	REPRESSED	1.0	ENSG00000144681	STAC
ENSG00000144711	REPRESSED	1.0	ENSG00000144711	IQSEC1
ENSG00000144712	BIVALENT	4.0	ENSG00000144712	CAND2
ENSG00000144713	SIMPLE_AND	1.0	ENSG00000144713	RPL32
ENSG00000144724	BIVALENT	4.0	ENSG00000144724	PTPRG
ENSG00000144730	INCONSISTENT	1.0	ENSG00000144730	IL17RD
ENSG00000144736	NULL	-1.0	ENSG00000144736	SHQ1
ENSG00000144741	NULL	-1.0	ENSG00000144741	SLC25A26
ENSG00000144744	SIMPLE_AND	1.0	ENSG00000144744	UBA3
ENSG00000144746	SIMPLE_AND	1.0	ENSG00000144746	ARL6IP5
ENSG00000144747	SIMPLE_AND	1.0	ENSG00000144747	TMF1
ENSG00000144749	SIMPLE_OR	0.0	ENSG00000144749	LRIG1
ENSG00000144771	NULL	-1.0	ENSG00000144771	LRTM1
ENSG00000144785	INCONSISTENT	2.0	ENSG00000144785	
ENSG00000144791	SIMPLE_OR	0.0	ENSG00000144791	LIMD1
ENSG00000144792	NULL	-1.0	ENSG00000144792	ZNF660
ENSG00000144802	SIMPLE_AND	1.0	ENSG00000144802	NFKBIZ
ENSG00000144810	REPRESSED	3.0	ENSG00000144810	COL8A1
ENSG00000144815	SIMPLE_AND	1.0	ENSG00000144815	NXPE3
ENSG00000144820	NULL	-1.0	ENSG00000144820	ADGRG7
ENSG00000144821	NULL	-1.0	ENSG00000144821	MYH15
ENSG00000144824	NULL	-1.0	ENSG00000144824	PHLDB2
ENSG00000144827	SIMPLE_AND	1.0	ENSG00000144827	ABHD10
ENSG00000144834	NULL	-1.0	ENSG00000144834	TAGLN3
ENSG00000144837	SIMPLE_AND	1.0	ENSG00000144837	PLA1A
ENSG00000144840	SIMPLE_AND	1.0	ENSG00000144840	RABL3
ENSG00000144843	SIMPLE_AND	1.0	ENSG00000144843	ADPRH
ENSG00000144847	NULL	-1.0	ENSG00000144847	IGSF11
ENSG00000144848	SIMPLE_AND	1.0	ENSG00000144848	ATG3
ENSG00000144852	NULL	-1.0	ENSG00000144852	NR1I2
ENSG00000144857	REPRESSED	1.0	ENSG00000144857	BOC
ENSG00000144867	NULL	-1.0	ENSG00000144867	SRPRB
ENSG00000144868	REPRESSED	1.0	ENSG00000144868	TMEM108
ENSG00000144891	NULL	-1.0	ENSG00000144891	AGTR1
ENSG00000144893	BIVALENT	4.0	ENSG00000144893	MED12L
ENSG00000144895	SIMPLE_AND	1.0	ENSG00000144895	EIF2A
ENSG00000144908	NULL	-1.0	ENSG00000144908	ALDH1L1
ENSG00000144909	SIMPLE_AND	1.0	ENSG00000144909	OSBPL11
ENSG00000144935	INCONSISTENT	1.0	ENSG00000144935	TRPC1
ENSG00000144959	SIMPLE_AND	1.0	ENSG00000144959	NCEH1
ENSG00000144962	NULL	-1.0	ENSG00000144962	SPATA16
ENSG00000145002	NULL	-1.0	ENSG00000145002	FAM86B2
ENSG00000145012	BIVALENT	4.0	ENSG00000145012	LPP
ENSG00000145014	SIMPLE_AND	1.0	ENSG00000145014	TMEM44
ENSG00000145016	COMPLEX	4.0	ENSG00000145016	RUBCN
ENSG00000145020	SIMPLE_AND	1.0	ENSG00000145020	AMT
ENSG00000145022	SIMPLE_AND	1.0	ENSG00000145022	TCTA
ENSG00000145029	SIMPLE_AND	1.0	ENSG00000145029	NICN1
ENSG00000145040	NULL	-1.0	ENSG00000145040	UCN2
ENSG00000145041	SIMPLE_AND	1.0	ENSG00000145041	DCAF1
ENSG00000145050	SIMPLE_AND	1.0	ENSG00000145050	MANF
ENSG00000145063	REPRESSED	1.0	ENSG00000145063	FLJ33534
ENSG00000145075	NULL	-1.0	ENSG00000145075	
ENSG00000145087	NULL	-1.0	ENSG00000145087	STXBP5L
ENSG00000145088	SIMPLE_AND	1.0	ENSG00000145088	EAF2
ENSG00000145103	SIMPLE_AND	1.0	ENSG00000145103	ILDR1
ENSG00000145107	NULL	-1.0	ENSG00000145107	TM4SF19
ENSG00000145113	NULL	-1.0	ENSG00000145113	MUC4
ENSG00000145147	REPRESSED	1.0	ENSG00000145147	SLIT2
ENSG00000145191	SIMPLE_AND	1.0	ENSG00000145191	EIF2B5
ENSG00000145192	NULL	-1.0	ENSG00000145192	AHSG
ENSG00000145194	REPRESSED	1.0	ENSG00000145194	ECE2
ENSG00000145198	BIVALENT	4.0	ENSG00000145198	VWA5B2
ENSG00000145214	SIMPLE_AND	1.0	ENSG00000145214	DGKQ
ENSG00000145216	SIMPLE_AND	1.0	ENSG00000145216	FIP1L1
ENSG00000145217	NULL	-1.0	ENSG00000145217	SLC26A1
ENSG00000145220	SIMPLE_AND	1.0	ENSG00000145220	LYAR
ENSG00000145241	SIMPLE_AND	1.0	ENSG00000145241	CENPC
