gene_id	gate_type_gm12878	gate_type_k562	and_origin
ENSG00000069696	REPRESSED	NULL	NEITHER
ENSG00000069702	NULL	SIMPLE_AND	K562
ENSG00000069812	REPRESSED	INCONSISTENT	NEITHER
ENSG00000069869	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000069966	NULL	REPRESSED	NEITHER
ENSG00000069998	NULL	REPRESSED	NEITHER
ENSG00000070010	COMPLEX	SIMPLE_AND	K562
ENSG00000070047	BIVALENT	SIMPLE_AND	K562
ENSG00000070087	NULL	INCONSISTENT	NEITHER
ENSG00000070182	BIVALENT	SIMPLE_AND	K562
ENSG00000070190	SIMPLE_AND	NULL	GM12878
ENSG00000070193	REPRESSED	NULL	NEITHER
ENSG00000070214	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000070404	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000070423	SIMPLE_AND	COMPLEX	GM12878
ENSG00000070444	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000070476	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000070526	NULL	SIMPLE_AND	K562
ENSG00000070540	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000070729	REPRESSED	NULL	NEITHER
ENSG00000070731	INCONSISTENT	NULL	NEITHER
ENSG00000070748	REPRESSED	NULL	NEITHER
ENSG00000070759	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000070778	BIVALENT	INCONSISTENT	NEITHER
ENSG00000070814	SIMPLE_AND	BIVALENT	GM12878
ENSG00000070985	REPRESSED	INCONSISTENT	NEITHER
ENSG00000071051	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000071054	BIVALENT	SIMPLE_AND	K562
ENSG00000071073	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000071189	BIVALENT	SIMPLE_AND	K562
ENSG00000071205	SIMPLE_AND	BIVALENT	GM12878
ENSG00000071242	INCONSISTENT	NULL	NEITHER
ENSG00000071282	SIMPLE_AND	NULL	GM12878
ENSG00000071537	COMPLEX	INCONSISTENT	NEITHER
ENSG00000071553	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000071575	BIVALENT	SIMPLE_AND	K562
ENSG00000071909	SIMPLE_AND	NULL	GM12878
ENSG00000071991	REPRESSED	NULL	NEITHER
ENSG00000072041	REPRESSED	NULL	NEITHER
ENSG00000072071	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000072080	REPRESSED	NULL	NEITHER
ENSG00000072110	BIVALENT	SIMPLE_AND	K562
ENSG00000072135	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000072163	NULL	REPRESSED	NEITHER
ENSG00000072182	REPRESSED	INCONSISTENT	NEITHER
ENSG00000072195	REPRESSED	NULL	NEITHER
ENSG00000072201	INCONSISTENT	NULL	NEITHER
ENSG00000072210	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000072315	REPRESSED	NULL	NEITHER
ENSG00000072401	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000072415	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000072422	REPRESSED	INCONSISTENT	NEITHER
ENSG00000072609	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000072682	BIVALENT	SIMPLE_AND	K562
ENSG00000072778	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000072786	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000072818	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000072832	REPRESSED	NULL	NEITHER
ENSG00000072840	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000072849	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000072858	SIMPLE_AND	NULL	GM12878
ENSG00000072954	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000073008	NULL	INCONSISTENT	NEITHER
ENSG00000073050	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000073067	NULL	REPRESSED	NEITHER
ENSG00000073146	NULL	REPRESSED	NEITHER
ENSG00000073150	BIVALENT	INCONSISTENT	NEITHER
ENSG00000073169	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000073282	COMPLEX	NULL	NEITHER
ENSG00000073331	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000073350	BIVALENT	SIMPLE_AND	K562
ENSG00000073464	BIVALENT	NULL	NEITHER
ENSG00000073605	SIMPLE_OR	NULL	NEITHER
ENSG00000073670	REPRESSED	INCONSISTENT	NEITHER
ENSG00000073711	BIVALENT	INCONSISTENT	NEITHER
ENSG00000073712	BIVALENT	INCONSISTENT	NEITHER
ENSG00000073756	REPRESSED	NULL	NEITHER
ENSG00000073792	BIVALENT	INCONSISTENT	NEITHER
ENSG00000073803	SIMPLE_AND	NULL	GM12878
ENSG00000073861	SIMPLE_AND	REPRESSED	GM12878
ENSG00000073910	BIVALENT	INCONSISTENT	NEITHER
ENSG00000074047	NULL	REPRESSED	NEITHER
ENSG00000074211	NULL	REPRESSED	NEITHER
ENSG00000074219	REPRESSED	SIMPLE_AND	K562
ENSG00000074317	REPRESSED	BIVALENT	NEITHER
ENSG00000074356	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000074410	REPRESSED	NULL	NEITHER
ENSG00000074416	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000074590	REPRESSED	NULL	NEITHER
ENSG00000074621	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000074657	BIVALENT	NULL	NEITHER
ENSG00000074660	SIMPLE_AND	NULL	GM12878
ENSG00000074706	SIMPLE_OR	REPRESSED	NEITHER
ENSG00000074855	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000075035	REPRESSED	INCONSISTENT	NEITHER
ENSG00000075043	NULL	REPRESSED	NEITHER
ENSG00000075073	NULL	REPRESSED	NEITHER
ENSG00000075218	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000075240	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000075290	NULL	REPRESSED	NEITHER
ENSG00000075292	SIMPLE_OR	NULL	NEITHER
ENSG00000075340	REPRESSED	SIMPLE_AND	K562
ENSG00000075388	NULL	REPRESSED	NEITHER
ENSG00000075391	BIVALENT	INCONSISTENT	NEITHER
ENSG00000075407	SIMPLE_AND	COMPLEX	GM12878
ENSG00000075426	BIVALENT	INCONSISTENT	NEITHER
ENSG00000075429	NULL	REPRESSED	NEITHER
ENSG00000075461	BIVALENT	NULL	NEITHER
ENSG00000075624	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000075651	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000075673	BIVALENT	NULL	NEITHER
ENSG00000076043	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000076053	COMPLEX	SIMPLE_AND	K562
ENSG00000076067	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000076258	INCONSISTENT	NULL	NEITHER
ENSG00000076351	SIMPLE_AND	BIVALENT	GM12878
ENSG00000076554	SIMPLE_OR	NULL	NEITHER
ENSG00000076641	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000076650	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000076662	SIMPLE_AND	NULL	GM12878
ENSG00000076685	REPRESSED	NULL	NEITHER
ENSG00000076716	INCONSISTENT	NULL	NEITHER
ENSG00000076770	SIMPLE_AND	NULL	GM12878
ENSG00000076826	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000076864	REPRESSED	SIMPLE_AND	K562
ENSG00000077009	REPRESSED	NULL	NEITHER
ENSG00000077063	REPRESSED	BIVALENT	NEITHER
ENSG00000077150	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000077232	COMPLEX	SIMPLE_AND	K562
ENSG00000077238	BIVALENT	INCONSISTENT	NEITHER
ENSG00000077327	REPRESSED	NULL	NEITHER
ENSG00000077420	SIMPLE_AND	NULL	GM12878
ENSG00000077522	NULL	REPRESSED	NEITHER
ENSG00000077713	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000077800	NULL	REPRESSED	NEITHER
ENSG00000077943	REPRESSED	NULL	NEITHER
ENSG00000078018	NULL	INCONSISTENT	NEITHER
ENSG00000078043	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078053	REPRESSED	NULL	NEITHER
ENSG00000078070	SIMPLE_OR	BIVALENT	NEITHER
ENSG00000078081	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078098	REPRESSED	NULL	NEITHER
ENSG00000078114	REPRESSED	NULL	NEITHER
ENSG00000078124	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078177	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078246	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078269	BIVALENT	SIMPLE_AND	K562
ENSG00000078319	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078401	SIMPLE_AND	REPRESSED	GM12878
ENSG00000078487	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078579	REPRESSED	NULL	NEITHER
ENSG00000078589	COMPLEX	NULL	NEITHER
ENSG00000078699	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078804	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000078808	SIMPLE_AND	COMPLEX	GM12878
ENSG00000078900	SIMPLE_AND	BIVALENT	GM12878
ENSG00000079101	NULL	INCONSISTENT	NEITHER
ENSG00000079102	REPRESSED	NULL	NEITHER
ENSG00000079112	INCONSISTENT	NULL	NEITHER
ENSG00000079150	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000079156	BIVALENT	SIMPLE_AND	K562
ENSG00000079257	SIMPLE_AND	NULL	GM12878
ENSG00000079263	SIMPLE_AND	NULL	GM12878
ENSG00000079308	SIMPLE_OR	NULL	NEITHER
ENSG00000079332	SIMPLE_AND	COMPLEX	GM12878
ENSG00000079335	NULL	SIMPLE_OR	NEITHER
ENSG00000079337	BIVALENT	INCONSISTENT	NEITHER
ENSG00000079393	INCONSISTENT	SIMPLE_AND	K562
ENSG00000079459	NULL	SIMPLE_AND	K562
ENSG00000079482	NULL	INCONSISTENT	NEITHER
ENSG00000079691	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000079739	SIMPLE_AND	BIVALENT	GM12878
ENSG00000079785	COMPLEX	SIMPLE_AND	K562
ENSG00000079841	REPRESSED	NULL	NEITHER
ENSG00000079931	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000079950	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000079974	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000080031	NULL	SIMPLE_AND	K562
ENSG00000080200	SIMPLE_AND	BIVALENT	GM12878
ENSG00000080298	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000080371	COMPLEX	SIMPLE_AND	K562
ENSG00000080546	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000080561	REPRESSED	NULL	NEITHER
ENSG00000080573	REPRESSED	NULL	NEITHER
ENSG00000080709	REPRESSED	NULL	NEITHER
ENSG00000080823	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000080839	COMPLEX	SIMPLE_AND	K562
ENSG00000080845	REPRESSED	NULL	NEITHER
ENSG00000080854	BIVALENT	NULL	NEITHER
ENSG00000081014	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000081026	BIVALENT	INCONSISTENT	NEITHER
ENSG00000081041	REPRESSED	INCONSISTENT	NEITHER
ENSG00000081052	INCONSISTENT	NULL	NEITHER
ENSG00000081059	BIVALENT	SIMPLE_AND	K562
ENSG00000081177	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000081181	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000081237	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000081248	INCONSISTENT	NULL	NEITHER
ENSG00000081277	NULL	REPRESSED	NEITHER
ENSG00000081320	SIMPLE_AND	NULL	GM12878
ENSG00000081377	BIVALENT	INCONSISTENT	NEITHER
ENSG00000081386	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000081665	SIMPLE_AND	NULL	GM12878
ENSG00000081760	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000081853	NULL	BIVALENT	NEITHER
ENSG00000081923	BIVALENT	INCONSISTENT	NEITHER
ENSG00000081985	REPRESSED	NULL	NEITHER
ENSG00000082014	NULL	BIVALENT	NEITHER
ENSG00000082068	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000082074	COMPLEX	NULL	NEITHER
ENSG00000082175	REPRESSED	INCONSISTENT	NEITHER
ENSG00000082258	COMPLEX	SIMPLE_AND	K562
ENSG00000082293	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000082438	BIVALENT	INCONSISTENT	NEITHER
ENSG00000082512	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000082684	REPRESSED	INCONSISTENT	NEITHER
ENSG00000082781	INCONSISTENT	NULL	NEITHER
ENSG00000082805	BIVALENT	INCONSISTENT	NEITHER
ENSG00000082929	REPRESSED	NULL	NEITHER
ENSG00000083067	REPRESSED	NULL	NEITHER
ENSG00000083097	COMPLEX	INCONSISTENT	NEITHER
ENSG00000083099	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083123	COMPLEX	INCONSISTENT	NEITHER
ENSG00000083290	INCONSISTENT	NULL	NEITHER
ENSG00000083454	COMPLEX	INCONSISTENT	NEITHER
ENSG00000083535	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083544	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083635	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083750	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083782	REPRESSED	NULL	NEITHER
ENSG00000083799	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083814	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083817	COMPLEX	INCONSISTENT	NEITHER
ENSG00000083838	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000083857	NULL	BIVALENT	NEITHER
ENSG00000083937	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000084092	COMPLEX	SIMPLE_AND	K562
ENSG00000084093	SIMPLE_AND	BIVALENT	GM12878
ENSG00000084112	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000084444	BIVALENT	INCONSISTENT	NEITHER
ENSG00000084453	NULL	INCONSISTENT	NEITHER
ENSG00000084628	REPRESSED	BIVALENT	NEITHER
ENSG00000084636	SIMPLE_OR	NULL	NEITHER
ENSG00000084693	SIMPLE_OR	NULL	NEITHER
ENSG00000084731	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000084734	REPRESSED	INCONSISTENT	NEITHER
ENSG00000084754	COMPLEX	SIMPLE_AND	K562
ENSG00000084764	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000085117	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000085185	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000085265	REPRESSED	NULL	NEITHER
ENSG00000085276	REPRESSED	BIVALENT	NEITHER
ENSG00000085377	COMPLEX	NULL	NEITHER
ENSG00000085382	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000085433	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000085491	BIVALENT	SIMPLE_AND	K562
ENSG00000085514	SIMPLE_OR	NULL	NEITHER
ENSG00000085552	REPRESSED	INCONSISTENT	NEITHER
ENSG00000085644	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000085662	SIMPLE_AND	NULL	GM12878
ENSG00000085733	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000085741	BIVALENT	NULL	NEITHER
ENSG00000085831	REPRESSED	INCONSISTENT	NEITHER
ENSG00000085982	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000086065	COMPLEX	SIMPLE_AND	K562
ENSG00000086159	REPRESSED	INCONSISTENT	NEITHER
ENSG00000086289	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000086300	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000086506	REPRESSED	INCONSISTENT	NEITHER
ENSG00000086544	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000086619	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000086717	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000087008	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000087076	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000087085	BIVALENT	INCONSISTENT	NEITHER
ENSG00000087116	NULL	INCONSISTENT	NEITHER
ENSG00000087245	NULL	REPRESSED	NEITHER
ENSG00000087250	BIVALENT	NULL	NEITHER
ENSG00000087253	REPRESSED	INCONSISTENT	NEITHER
ENSG00000087258	REPRESSED	BIVALENT	NEITHER
ENSG00000087266	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000087274	COMPLEX	SIMPLE_AND	K562
ENSG00000087299	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000087301	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000087303	REPRESSED	BIVALENT	NEITHER
ENSG00000087470	COMPLEX	SIMPLE_AND	K562
ENSG00000087494	REPRESSED	NULL	NEITHER
ENSG00000087510	REPRESSED	INCONSISTENT	NEITHER
ENSG00000087589	INCONSISTENT	SIMPLE_AND	K562
ENSG00000087842	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000088035	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000088053	NULL	INCONSISTENT	NEITHER
ENSG00000088256	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000088280	BIVALENT	SIMPLE_AND	K562
ENSG00000088298	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000088305	BIVALENT	SIMPLE_AND	K562
ENSG00000088356	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000088367	BIVALENT	INCONSISTENT	NEITHER
ENSG00000088538	REPRESSED	INCONSISTENT	NEITHER
ENSG00000088543	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000088726	INCONSISTENT	NULL	NEITHER
ENSG00000088727	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000088808	SIMPLE_AND	BIVALENT	GM12878
ENSG00000088826	NULL	INCONSISTENT	NEITHER
ENSG00000088836	BIVALENT	INCONSISTENT	NEITHER
ENSG00000088854	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000088876	BIVALENT	INCONSISTENT	NEITHER
ENSG00000088881	REPRESSED	BIVALENT	NEITHER
ENSG00000088882	BIVALENT	INCONSISTENT	NEITHER
ENSG00000088899	BIVALENT	INCONSISTENT	NEITHER
ENSG00000088970	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000088992	BIVALENT	INCONSISTENT	NEITHER
ENSG00000089012	REPRESSED	NULL	NEITHER
ENSG00000089041	SIMPLE_AND	NULL	GM12878
ENSG00000089048	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089050	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089057	REPRESSED	NULL	NEITHER
ENSG00000089091	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089123	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000089127	SIMPLE_AND	NULL	GM12878
ENSG00000089159	BIVALENT	SIMPLE_AND	K562
ENSG00000089169	NULL	REPRESSED	NEITHER
ENSG00000089177	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089195	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089199	REPRESSED	INCONSISTENT	NEITHER
ENSG00000089327	BIVALENT	SIMPLE_AND	K562
ENSG00000089335	COMPLEX	NULL	NEITHER
ENSG00000089356	NULL	INCONSISTENT	NEITHER
ENSG00000089472	NULL	SIMPLE_AND	K562
ENSG00000089486	BIVALENT	NULL	NEITHER
ENSG00000089639	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089682	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089692	SIMPLE_AND	NULL	GM12878
ENSG00000089723	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000089775	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000089847	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000090097	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000090104	SIMPLE_AND	NULL	GM12878
ENSG00000090376	SIMPLE_AND	NULL	GM12878
ENSG00000090382	NULL	SIMPLE_AND	K562
ENSG00000090512	NULL	REPRESSED	NEITHER
ENSG00000090530	BIVALENT	NULL	NEITHER
ENSG00000090534	REPRESSED	BIVALENT	NEITHER
ENSG00000090539	REPRESSED	BIVALENT	NEITHER
ENSG00000090554	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000090565	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000090661	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000090674	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000090932	BIVALENT	INCONSISTENT	NEITHER
ENSG00000090975	BIVALENT	INCONSISTENT	NEITHER
ENSG00000091010	NULL	REPRESSED	NEITHER
ENSG00000091073	NULL	SIMPLE_OR	NEITHER
ENSG00000091106	INCONSISTENT	NULL	NEITHER
ENSG00000091129	BIVALENT	INCONSISTENT	NEITHER
ENSG00000091136	REPRESSED	SIMPLE_AND	K562
ENSG00000091137	BIVALENT	INCONSISTENT	NEITHER
ENSG00000091157	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000091409	REPRESSED	BIVALENT	NEITHER
ENSG00000091428	NULL	REPRESSED	NEITHER
ENSG00000091490	BIVALENT	SIMPLE_AND	K562
ENSG00000091622	REPRESSED	INCONSISTENT	NEITHER
ENSG00000091640	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000091656	BIVALENT	INCONSISTENT	NEITHER
ENSG00000091664	REPRESSED	NULL	NEITHER
ENSG00000091831	REPRESSED	NULL	NEITHER
ENSG00000091844	BIVALENT	NULL	NEITHER
ENSG00000091972	SIMPLE_AND	NULL	GM12878
ENSG00000092020	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000092051	SIMPLE_OR	NULL	NEITHER
ENSG00000092054	NULL	INCONSISTENT	NEITHER
ENSG00000092068	REPRESSED	NULL	NEITHER
ENSG00000092096	REPRESSED	BIVALENT	NEITHER
ENSG00000092199	COMPLEX	SIMPLE_AND	K562
ENSG00000092330	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000092421	BIVALENT	NULL	NEITHER
ENSG00000092445	BIVALENT	SIMPLE_AND	K562
ENSG00000092607	REPRESSED	COMPLEX	NEITHER
ENSG00000092621	INCONSISTENT	BIVALENT	NEITHER
ENSG00000092758	REPRESSED	INCONSISTENT	NEITHER
ENSG00000092847	NULL	SIMPLE_AND	K562
ENSG00000092871	COMPLEX	SIMPLE_AND	K562
ENSG00000092931	COMPLEX	SIMPLE_AND	K562
ENSG00000092969	BIVALENT	INCONSISTENT	NEITHER
ENSG00000092978	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000093072	SIMPLE_AND	NULL	GM12878
ENSG00000094661	NULL	REPRESSED	NEITHER
ENSG00000094841	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000095203	REPRESSED	INCONSISTENT	NEITHER
ENSG00000095303	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000095370	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000095383	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000095397	BIVALENT	INCONSISTENT	NEITHER
ENSG00000095539	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000095574	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000095585	SIMPLE_AND	REPRESSED	GM12878
ENSG00000095587	BIVALENT	INCONSISTENT	NEITHER
ENSG00000095596	REPRESSED	INCONSISTENT	NEITHER
ENSG00000095637	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000095713	REPRESSED	NULL	NEITHER
ENSG00000095739	BIVALENT	INCONSISTENT	NEITHER
ENSG00000095752	REPRESSED	BIVALENT	NEITHER
ENSG00000095777	REPRESSED	NULL	NEITHER
ENSG00000095932	NULL	BIVALENT	NEITHER
ENSG00000095970	NULL	REPRESSED	NEITHER
ENSG00000095981	REPRESSED	NULL	NEITHER
ENSG00000096070	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000096088	NULL	REPRESSED	NEITHER
ENSG00000096092	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000096093	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000096264	INCONSISTENT	REPRESSED	NEITHER
ENSG00000096395	NULL	REPRESSED	NEITHER
ENSG00000096654	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000096717	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000096872	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000096996	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099139	REPRESSED	NULL	NEITHER
ENSG00000099204	REPRESSED	NULL	NEITHER
ENSG00000099219	NULL	SIMPLE_AND	K562
ENSG00000099250	BIVALENT	INCONSISTENT	NEITHER
ENSG00000099251	SIMPLE_AND	NULL	GM12878
ENSG00000099256	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000099260	NULL	INCONSISTENT	NEITHER
ENSG00000099282	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000099308	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099326	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099338	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099377	NULL	INCONSISTENT	NEITHER
ENSG00000099385	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099399	NULL	SIMPLE_AND	K562
ENSG00000099625	BIVALENT	INCONSISTENT	NEITHER
ENSG00000099785	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099810	BIVALENT	NULL	NEITHER
ENSG00000099814	BIVALENT	INCONSISTENT	NEITHER
ENSG00000099822	REPRESSED	INCONSISTENT	NEITHER
ENSG00000099840	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099860	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099864	NULL	INCONSISTENT	NEITHER
ENSG00000099866	INCONSISTENT	COMPLEX	NEITHER
ENSG00000099869	REPRESSED	NULL	NEITHER
ENSG00000099889	BIVALENT	SIMPLE_AND	K562
ENSG00000099904	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000099958	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099960	NULL	REPRESSED	NEITHER
ENSG00000099985	INCONSISTENT	NULL	NEITHER
ENSG00000099992	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000099994	NULL	REPRESSED	NEITHER
ENSG00000099998	INCONSISTENT	NULL	NEITHER
ENSG00000099999	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000100003	BIVALENT	NULL	NEITHER
ENSG00000100012	NULL	REPRESSED	NEITHER
ENSG00000100027	SIMPLE_AND	BIVALENT	GM12878
ENSG00000100030	COMPLEX	SIMPLE_AND	K562
ENSG00000100031	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000100034	SIMPLE_AND	COMPLEX	GM12878
ENSG00000100036	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000100055	SIMPLE_AND	NULL	GM12878
ENSG00000100060	SIMPLE_AND	NULL	GM12878
ENSG00000100065	BIVALENT	INCONSISTENT	NEITHER
ENSG00000100068	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000100077	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000100092	SIMPLE_AND	SIMPLE_OR	GM12878
ENSG00000100100	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000100105	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000100116	BIVALENT	SIMPLE_AND	K562
ENSG00000100121	NULL	REPRESSED	NEITHER
ENSG00000100122	NULL	INCONSISTENT	NEITHER
