gene_id,gene_name,gm12878_detected,k562_detected,detected_in_both,in_current_background
ENSG00000149474,KAT14,True,True,True,True
ENSG00000149476,TKFC,True,True,True,True
ENSG00000149480,MTA2,True,True,True,True
ENSG00000149483,TMEM138,True,True,True,True
ENSG00000149485,FADS1,True,False,False,True
ENSG00000149488,TMC2,False,False,False,True
ENSG00000149489,ROM1,True,True,True,True
ENSG00000149499,EML3,True,True,True,True
ENSG00000149503,INCENP,True,True,True,True
ENSG00000149506,ZP1,False,False,False,True
ENSG00000149507,OOSP2,False,False,False,True
ENSG00000149516,MS4A3,False,True,False,True
ENSG00000149527,PLCH2,False,True,False,True
ENSG00000149531,FRG1BP,True,True,True,True
ENSG00000149532,CPSF7,True,True,True,True
ENSG00000149534,MS4A2,False,False,False,True
ENSG00000149541,B3GAT3,True,True,True,True
ENSG00000149547,EI24,True,True,True,True
ENSG00000149548,CCDC15,True,True,True,True
ENSG00000149554,CHEK1,True,True,True,True
ENSG00000149557,FEZ1,True,True,True,True
ENSG00000149564,ESAM,True,True,True,True
ENSG00000149571,KIRREL3,True,False,False,True
ENSG00000149573,MPZL2,True,True,True,True
ENSG00000149575,SCN2B,False,True,False,True
ENSG00000149577,SIDT2,True,True,True,True
ENSG00000149582,TMEM25,True,True,True,True
ENSG00000149591,TAGLN,False,False,False,True
ENSG00000149596,JPH2,True,True,True,True
ENSG00000149599,DUSP15,True,True,True,True
ENSG00000149600,COMMD7,True,True,True,True
ENSG00000149609,C20orf144,True,True,True,True
ENSG00000149633,KIAA1755,True,True,True,True
ENSG00000149634,SPATA25,False,True,False,True
ENSG00000149635,OCSTAMP,True,False,False,True
ENSG00000149636,DSN1,True,True,True,True
ENSG00000149639,MTCL2,True,True,True,True
ENSG00000149646,CNBD2,True,True,True,True
ENSG00000149651,SPINT4,False,False,False,True
ENSG00000149654,CDH22,True,True,True,True
ENSG00000149656,,False,False,False,True
ENSG00000149657,LSM14B,True,True,True,True
ENSG00000149658,YTHDF1,True,True,True,True
ENSG00000149679,CABLES2,True,True,True,True
ENSG00000149716,LTO1,True,True,True,True
ENSG00000149735,GPHA2,False,False,False,True
ENSG00000149742,SLC22A9,True,False,False,True
ENSG00000149743,TRPT1,True,True,True,True
ENSG00000149761,NUDT22,True,True,True,True
ENSG00000149781,FERMT3,True,True,True,True
ENSG00000149782,PLCB3,True,True,True,True
ENSG00000149792,MRPL49,True,True,True,True
ENSG00000149798,CDC42EP2,True,True,True,True
ENSG00000149806,FAU,True,True,True,True
ENSG00000149809,TM7SF2,True,True,True,True
ENSG00000149823,VPS51,False,False,False,True
ENSG00000149922,TBX6,True,True,True,True
ENSG00000149923,PPP4C,True,True,True,True
ENSG00000149925,ALDOA,True,True,True,True
ENSG00000149926,TLCD3B,True,True,True,True
ENSG00000149927,DOC2A,True,True,True,True
ENSG00000149929,HIRIP3,True,True,True,True
ENSG00000149930,TAOK2,True,True,True,True
ENSG00000149932,TMEM219,False,True,False,True
ENSG00000149948,HMGA2,True,True,True,True
ENSG00000149968,MMP3,False,False,False,True
ENSG00000149970,CNKSR2,True,False,False,True
ENSG00000149972,CNTN5,False,True,False,True
ENSG00000150045,KLRF1,False,False,False,True
ENSG00000150048,CLEC1A,False,False,False,True
ENSG00000150051,MKX,True,False,False,True
ENSG00000150054,MPP7,True,False,False,True
ENSG00000150093,ITGB1,False,True,False,True
ENSG00000150175,FRMPD2B,False,False,False,True
ENSG00000150201,FXYD4,False,False,False,True
ENSG00000150244,TRIM48,False,False,False,True
ENSG00000150261,OR8K1,False,False,False,True
ENSG00000150269,OR5M9,False,False,False,True
ENSG00000150275,PCDH15,True,False,False,True
ENSG00000150276,PPIAP26,False,False,False,True
ENSG00000150281,CTF1,True,True,True,True
ENSG00000150316,CWC15,True,True,True,True
ENSG00000150337,FCGR1A,False,False,False,True
ENSG00000150347,ARID5B,True,True,True,True
ENSG00000150361,KLHL1,False,False,False,True
ENSG00000150394,CDH8,False,False,False,True
ENSG00000150401,DCUN1D2,True,True,True,True
ENSG00000150403,SLC9D1,True,True,True,True
ENSG00000150433,TMEM218,True,True,True,True
ENSG00000150455,TIRAP,True,True,True,True
ENSG00000150456,EEF1AKMT1,True,True,True,True
ENSG00000150457,LATS2,True,True,True,True
ENSG00000150459,SAP18,True,True,True,True
ENSG00000150471,ADGRL3,False,False,False,True
ENSG00000150477,KIAA1328,True,True,True,True
ENSG00000150510,FAM124A,True,True,True,True
ENSG00000150527,MIA2,False,True,False,True
ENSG00000150540,HNMT,False,True,False,True
ENSG00000150551,LYPD1,True,False,False,True
ENSG00000150556,LYPD6B,True,False,False,True
ENSG00000150593,PDCD4,True,True,True,True
ENSG00000150594,ADRA2A,True,False,False,True
ENSG00000150625,GPM6A,True,False,False,True
ENSG00000150627,WDR17,True,True,True,True
ENSG00000150628,SPATA4,True,True,True,True
ENSG00000150630,VEGFC,True,False,False,True
ENSG00000150636,CCDC102B,True,True,True,True
ENSG00000150637,CD226,True,True,True,True
ENSG00000150656,CNDP1,False,True,False,True
ENSG00000150667,FSIP1,True,True,True,True
ENSG00000150672,DLG2,True,True,True,True
ENSG00000150676,CCDC83,True,True,True,True
ENSG00000150681,RGS18,False,True,False,True
ENSG00000150687,PRSS23,False,True,False,True
ENSG00000150712,MTMR12,True,True,True,True
ENSG00000150722,PPP1R1C,False,True,False,True
ENSG00000150732,,False,False,False,True
ENSG00000150750,POU2AF2,False,False,False,True
ENSG00000150753,CCT5,True,True,True,True
ENSG00000150756,ATPSCKMT,True,True,True,True
ENSG00000150760,DOCK1,False,False,False,True
ENSG00000150764,DIXDC1,True,True,True,True
ENSG00000150768,DLAT,True,True,True,True
ENSG00000150773,PIH1D2,True,True,True,True
ENSG00000150776,NKAPD1,True,True,True,True
ENSG00000150779,TIMM8B,True,True,True,True
ENSG00000150782,IL18,False,True,False,True
ENSG00000150783,TEX12,False,False,False,True
ENSG00000150787,PTS,True,True,True,True
ENSG00000150867,PIP4K2A,True,True,True,True
ENSG00000150873,CIMIP5,True,True,True,True
ENSG00000150893,FREM2,True,True,True,True
ENSG00000150907,FOXO1,True,True,True,True
ENSG00000150938,CRIM1,True,True,True,True
ENSG00000150961,SEC24D,True,True,True,True
ENSG00000150967,ABCB9,True,True,True,True
ENSG00000150977,RILPL2,True,True,True,True
ENSG00000150990,DHX37,True,True,True,True
ENSG00000150991,UBC,True,True,True,True
ENSG00000150995,ITPR1,True,True,True,True
ENSG00000151005,TKTL2,False,False,False,True
ENSG00000151006,PRSS53,False,False,False,True
ENSG00000151012,SLC7A11,True,True,True,True
ENSG00000151014,NOCT,True,True,True,True
ENSG00000151023,ENKUR,False,True,False,True
ENSG00000151025,GPR158,False,True,False,True
ENSG00000151033,LYZL2,False,False,False,True
ENSG00000151062,CACNA2D4,True,True,True,True
ENSG00000151065,DCP1B,True,True,True,True
ENSG00000151067,CACNA1C,False,False,False,True
ENSG00000151079,KCNA6,True,False,False,True
ENSG00000151090,THRB,True,True,True,True
ENSG00000151092,NGLY1,True,True,True,True
ENSG00000151093,OXSM,True,True,True,True
ENSG00000151116,UEVLD,True,True,True,True
ENSG00000151117,TMEM86A,False,False,False,True
ENSG00000151131,NOPCHAP1,True,True,True,True
ENSG00000151135,TMEM263,True,True,True,True
ENSG00000151136,ABTB3,True,True,True,True
ENSG00000151148,UBE3B,True,True,True,True
ENSG00000151150,ANK3,True,True,True,True
ENSG00000151151,IPMK,True,True,True,True
ENSG00000151164,RAD9B,True,True,True,True
ENSG00000151176,PLBD2,True,True,True,True
ENSG00000151208,DLG5,True,True,True,True
ENSG00000151224,MAT1A,True,False,False,True
ENSG00000151229,SLC2A13,True,True,True,True
ENSG00000151233,GXYLT1,True,True,True,True
ENSG00000151239,TWF1,True,True,True,True
ENSG00000151240,DIP2C,False,False,False,True
ENSG00000151247,EIF4E,True,True,True,True
ENSG00000151276,MAGI1,True,True,True,True
ENSG00000151287,TEX30,True,True,True,True
ENSG00000151292,CSNK1G3,True,True,True,True
ENSG00000151303,AGAP11,False,False,False,True
ENSG00000151304,SRFBP1,True,True,True,True
ENSG00000151320,AKAP6,False,True,False,True
ENSG00000151322,NPAS3,True,False,False,True
ENSG00000151327,FAM177A1,True,True,True,True
ENSG00000151332,MBIP,True,True,True,True
ENSG00000151338,MIPOL1,False,True,False,True
ENSG00000151348,EXT2,True,True,True,True
ENSG00000151353,TMEM18,True,True,True,True
ENSG00000151360,ALLC,False,True,False,True
ENSG00000151364,KCTD14,False,False,False,True
ENSG00000151365,THRSP,False,False,False,True
ENSG00000151366,NDUFC2,True,True,True,True
ENSG00000151376,ME3,True,False,False,True
ENSG00000151379,MSGN1,True,True,True,True
ENSG00000151388,ADAMTS12,True,True,True,True
ENSG00000151413,NUBPL,False,False,False,True
ENSG00000151414,NEK7,True,True,True,True
ENSG00000151418,ATP6V1G3,False,False,False,True
ENSG00000151422,FER,True,True,True,True
ENSG00000151445,VIPAS39,True,True,True,True
ENSG00000151458,ANKRD50,True,True,True,True
ENSG00000151461,UPF2,True,True,True,True
ENSG00000151465,CDC123,True,True,True,True
ENSG00000151466,SCLT1,True,True,True,True
ENSG00000151468,CCDC3,True,True,True,True
ENSG00000151470,C4orf33,True,True,True,True
ENSG00000151474,FRMD4A,False,False,False,True
ENSG00000151475,SLC25A31,False,False,False,True
ENSG00000151490,PTPRO,False,False,False,True
ENSG00000151491,EPS8,True,True,True,True
ENSG00000151498,ACAD8,True,True,True,True
ENSG00000151500,THYN1,True,True,True,True
ENSG00000151502,VPS26B,True,True,True,True
ENSG00000151503,NCAPD3,True,True,True,True
ENSG00000151532,VTI1A,True,True,True,True
ENSG00000151552,QDPR,True,True,True,True
ENSG00000151553,FHIP2A,True,True,True,True
ENSG00000151572,ANO4,True,False,False,True
ENSG00000151575,TEX9,True,True,True,True
ENSG00000151576,QTRT2,True,False,False,True
ENSG00000151577,DRD3,False,False,False,True
ENSG00000151611,MMAA,False,False,False,True
ENSG00000151612,ZNF827,True,True,True,True
ENSG00000151615,POU4F2,False,False,False,True
ENSG00000151617,EDNRA,True,False,False,True
ENSG00000151623,NR3C2,True,True,True,True
ENSG00000151631,AKR1C6P,False,False,False,True
ENSG00000151632,AKR1C2,False,False,False,True
ENSG00000151640,DPYSL4,False,True,False,True
ENSG00000151650,VENTX,False,False,False,True
ENSG00000151651,ADAM8,True,True,True,True
ENSG00000151655,ITIH2,False,True,False,True
ENSG00000151657,KIN,True,True,True,True
ENSG00000151665,PIGF,True,True,True,True
ENSG00000151687,ANKAR,True,False,False,True
ENSG00000151689,INPP1,True,False,False,True
ENSG00000151690,MFSD6,True,True,True,True
ENSG00000151692,RNF144A,True,True,True,True
ENSG00000151693,ASAP2,True,True,True,True
ENSG00000151694,ADAM17,True,True,True,True
ENSG00000151702,FLI1,True,False,False,True
ENSG00000151704,KCNJ1,False,False,False,True
ENSG00000151715,TMEM45B,False,True,False,True
ENSG00000151718,WWC2,True,True,True,True
ENSG00000151725,CENPU,True,True,True,True
ENSG00000151726,ACSL1,True,True,True,True
ENSG00000151729,SLC25A4,True,True,True,True
ENSG00000151743,AMN1,True,True,True,True
ENSG00000151746,BICD1,True,True,True,True
ENSG00000151748,SAV1,True,True,True,True
ENSG00000151773,CCDC122,True,False,False,True
ENSG00000151778,SERP2,True,False,False,True
ENSG00000151779,NBAS,True,True,True,True
ENSG00000151789,ZNF385D,True,False,False,True
ENSG00000151790,TDO2,False,False,False,True
ENSG00000151806,GUF1,True,True,True,True
ENSG00000151812,SLC35F4,False,False,False,True
ENSG00000151834,GABRA2,False,False,False,True
ENSG00000151835,SACS,False,True,False,True
ENSG00000151838,CCDC175,True,True,True,True
ENSG00000151846,PABPC3,True,False,False,True
ENSG00000151849,CPAP,True,True,True,True
ENSG00000151876,FBXO4,True,True,True,True
ENSG00000151881,TMEM267,True,True,True,True
ENSG00000151882,CCL28,False,False,False,True
ENSG00000151883,PARP8,True,True,True,True
ENSG00000151892,GFRA1,True,False,False,True
ENSG00000151893,CACUL1,True,True,True,True
ENSG00000151914,DST,True,True,True,True
ENSG00000151917,BEND6,True,True,True,True
ENSG00000151923,TIAL1,True,True,True,True
ENSG00000151929,BAG3,True,True,True,True
ENSG00000151948,GLT1D1,True,False,False,True
ENSG00000151952,TMEM132D,False,True,False,True
ENSG00000151962,RBM46,False,False,False,True
ENSG00000151963,ZNF37CP,False,False,False,True
ENSG00000151967,SCHIP1,False,False,False,True
ENSG00000152034,MCHR2,True,False,False,True
ENSG00000152049,KCNE4,False,False,False,True
ENSG00000152056,AP1S3,True,True,True,True
ENSG00000152061,RABGAP1L,True,True,True,True
ENSG00000152076,CCDC74B,True,True,True,True
ENSG00000152078,TLCD4,True,True,True,True
ENSG00000152082,MZT2B,True,True,True,True
ENSG00000152086,TUBA3E,False,False,False,True
ENSG00000152092,ASTN1,False,False,False,True
ENSG00000152093,CFC1B,False,False,False,True
ENSG00000152102,FAM168B,True,True,True,True
ENSG00000152104,PTPN14,True,True,True,True
ENSG00000152117,SMPD4BP,True,True,True,True
ENSG00000152127,MGAT5,True,True,True,True
ENSG00000152128,TMEM163,True,True,True,True
ENSG00000152133,GPATCH11,True,True,True,True
ENSG00000152137,HSPB8,False,True,False,True
ENSG00000152147,GEMIN6,True,True,True,True
ENSG00000152154,TMEM178A,True,True,True,True
ENSG00000152192,POU4F1,True,True,True,True
ENSG00000152193,OBI1,True,True,True,True
ENSG00000152207,CYSLTR2,False,False,False,True
ENSG00000152208,GRID2,True,False,False,True
ENSG00000152213,ARL11,True,True,True,True
ENSG00000152214,RIT2,False,False,False,True
ENSG00000152217,SETBP1,True,False,False,True
ENSG00000152219,ARL14EP,True,True,True,True
ENSG00000152223,EPG5,True,True,True,True
ENSG00000152229,PSTPIP2,True,True,True,True
ENSG00000152234,ATP5F1A,True,True,True,True
ENSG00000152240,HAUS1,True,True,True,True
ENSG00000152242,ARK2N,True,True,True,True
ENSG00000152253,SPC25,True,False,False,True
ENSG00000152254,G6PC2,False,False,False,True
ENSG00000152256,PDK1,True,True,True,True
ENSG00000152266,PTH,False,True,False,True
ENSG00000152270,PDE3B,True,True,True,True
ENSG00000152284,TCF7L1,True,True,True,True
ENSG00000152291,TGOLN2,True,True,True,True
ENSG00000152292,SH2D6,True,True,True,True
ENSG00000152315,KCNK13,True,True,True,True
ENSG00000152332,UHMK1,True,True,True,True
ENSG00000152348,ATG10,True,True,True,True
ENSG00000152359,POC5,True,True,True,True
ENSG00000152377,SPOCK1,False,False,False,True
ENSG00000152380,FAM151B,True,True,True,True
ENSG00000152382,TADA1,True,True,True,True
ENSG00000152402,GUCY1A2,True,True,True,True
ENSG00000152404,CWF19L2,True,True,True,True
ENSG00000152409,JMY,True,True,True,True
ENSG00000152413,HOMER1,True,True,True,True
ENSG00000152422,XRCC4,True,True,True,True
ENSG00000152430,BOLL,True,False,False,True
ENSG00000152433,ZNF547,True,True,True,True
ENSG00000152439,ZNF773,True,False,False,True
ENSG00000152443,ZNF776,True,True,True,True
ENSG00000152454,ZNF256,True,False,False,True
ENSG00000152455,SUV39H2,True,True,True,True
ENSG00000152457,DCLRE1C,True,True,True,True
ENSG00000152463,OLAH,False,False,False,True
ENSG00000152464,RPP38,True,True,True,True
ENSG00000152465,NMT2,True,True,True,True
ENSG00000152467,ZSCAN1,True,False,False,True
ENSG00000152475,ZNF837,True,True,True,True
ENSG00000152484,USP12,True,True,True,True
ENSG00000152492,CCDC50,True,True,True,True
ENSG00000152495,CAMK4,True,True,True,True
ENSG00000152503,TRIM36,True,True,True,True
ENSG00000152518,ZFP36L2,True,True,True,True
ENSG00000152520,PAN3,True,True,True,True
ENSG00000152527,PLEKHH2,True,True,True,True
ENSG00000152556,PFKM,True,True,True,True
ENSG00000152558,TMEM123,False,False,False,True
ENSG00000152578,GRIA4,False,False,False,True
ENSG00000152580,IGSF10,True,True,True,True
ENSG00000152582,SPEF2,True,True,True,True
ENSG00000152583,SPARCL1,False,False,False,True
ENSG00000152591,DSPP,False,False,False,True
ENSG00000152592,DMP1,False,False,False,True
ENSG00000152595,MEPE,False,True,False,True
ENSG00000152601,MBNL1,True,True,True,True
ENSG00000152611,CAPSL,False,False,False,True
ENSG00000152620,NADK2,True,True,True,True
ENSG00000152642,GPD1L,True,True,True,True
ENSG00000152661,GJA1,True,False,False,True
ENSG00000152669,CCNO,True,True,True,True
ENSG00000152670,DDX4,False,False,False,True
ENSG00000152672,CLEC4F,False,True,False,True
ENSG00000152683,SLC30A6,True,True,True,True
ENSG00000152684,PELO,True,False,False,True
ENSG00000152689,RASGRP3,False,True,False,True
ENSG00000152700,SAR1B,True,True,True,True
ENSG00000152705,CATSPER3,False,False,False,True
ENSG00000152749,GPR180,True,True,True,True
ENSG00000152760,DYNLT5,True,False,False,True
ENSG00000152763,DNAI4,True,True,True,True
ENSG00000152766,ANKRD22,False,False,False,True
ENSG00000152767,FARP1,True,True,True,True
ENSG00000152778,IFIT5,True,True,True,True
ENSG00000152779,SLC16A12,False,False,False,True
ENSG00000152782,PANK1,True,True,True,True
ENSG00000152784,PRDM8,True,False,False,True
ENSG00000152785,BMP3,True,False,False,True
ENSG00000152795,HNRNPDL,True,True,True,True
ENSG00000152804,HHEX,True,True,True,True
ENSG00000152818,UTRN,True,True,True,True
ENSG00000152822,GRM1,True,True,True,True
ENSG00000152894,PTPRK,True,True,True,True
ENSG00000152904,GGPS1,True,True,True,True
ENSG00000152910,CNTNAP4,False,False,False,True
ENSG00000152926,ZNF117,True,True,True,True
ENSG00000152931,PART1,False,False,False,True
ENSG00000152932,RAB3C,True,False,False,True
ENSG00000152936,LMNTD1,False,False,False,True
ENSG00000152939,MARVELD2,True,False,False,True
ENSG00000152942,RAD17,True,True,True,True
ENSG00000152944,MED21,True,True,True,True
ENSG00000152952,PLOD2,True,True,True,True
ENSG00000152953,STK32B,True,False,False,True
ENSG00000152954,NRSN1,False,False,False,True
ENSG00000152969,JAKMIP1,True,True,True,True
ENSG00000152977,ZIC1,True,True,True,True
ENSG00000152990,ADGRA3,True,False,False,True
ENSG00000153002,CPB1,False,False,False,True
ENSG00000153006,SREK1IP1,True,True,True,True
ENSG00000153012,LGI2,True,True,True,True
ENSG00000153015,CWC27,True,True,True,True
ENSG00000153029,MR1,True,True,True,True
ENSG00000153037,SRP19,True,True,True,True
ENSG00000153044,CENPH,True,True,True,True
ENSG00000153046,CDYL,False,False,False,True
ENSG00000153048,CARHSP1,True,True,True,True
ENSG00000153060,TEKT5,False,True,False,True
ENSG00000153064,BANK1,False,True,False,True
ENSG00000153066,TXNDC11,True,True,True,True
ENSG00000153071,DAB2,False,False,False,True
ENSG00000153086,ACMSD,False,False,False,True
ENSG00000153093,ACOXL,True,True,True,True
ENSG00000153094,BCL2L11,True,True,True,True
ENSG00000153107,ANAPC1,True,True,True,True
ENSG00000153113,CAST,False,False,False,True
ENSG00000153130,SCOC,False,False,False,True
ENSG00000153132,CLGN,True,True,True,True
ENSG00000153140,CETN3,True,True,True,True
ENSG00000153147,SMARCA5,True,True,True,True
ENSG00000153157,SYCP2L,True,True,True,True
ENSG00000153162,BMP6,True,True,True,True
ENSG00000153165,RGPD3,False,False,False,True
ENSG00000153179,RASSF3,False,False,False,True
ENSG00000153187,HNRNPU,True,True,True,True
ENSG00000153201,RANBP2,True,True,True,True
ENSG00000153207,AHCTF1,True,True,True,True
ENSG00000153208,MERTK,True,True,True,True
ENSG00000153214,TMEM87B,True,True,True,True
ENSG00000153230,OR14K1,False,False,False,True
ENSG00000153233,PTPRR,False,False,False,True
ENSG00000153234,NR4A2,True,True,True,True
ENSG00000153237,CCDC148,True,True,True,True
ENSG00000153246,PLA2R1,True,True,True,True
ENSG00000153250,RBMS1,False,True,False,True
ENSG00000153253,SCN3A,False,False,False,True
ENSG00000153266,FEZF2,False,False,False,True
ENSG00000153283,CD96,False,False,False,True
ENSG00000153291,SLC25A27,True,True,True,True
ENSG00000153292,ADGRF1,False,False,False,True
ENSG00000153294,ADGRF4,False,False,False,True
ENSG00000153303,FRMD1,False,True,False,True
ENSG00000153310,CYRIB,True,True,True,True
ENSG00000153317,ASAP1,True,True,True,True
ENSG00000153339,TRAPPC8,False,False,False,True
ENSG00000153347,FAM81B,False,False,False,True
ENSG00000153363,LINC00467,True,True,True,True
ENSG00000153391,INO80C,True,True,True,True
ENSG00000153395,LPCAT1,True,True,True,True
ENSG00000153404,PLEKHG4B,True,True,True,True
ENSG00000153406,NMRAL1,False,True,False,True
ENSG00000153443,UBALD1,True,True,True,True
ENSG00000153446,C16orf89,False,False,False,True
ENSG00000153485,LYSET,True,True,True,True
ENSG00000153487,ING1,True,True,True,True
ENSG00000153495,TEX29,False,False,False,True
ENSG00000153498,SPACA7,False,False,False,True
ENSG00000153531,ADPRHL1,False,False,False,True
ENSG00000153551,CMTM7,True,True,True,True
ENSG00000153558,FBXL2,True,True,True,True
ENSG00000153560,UBP1,True,True,True,True
ENSG00000153561,RMND5A,True,True,True,True
ENSG00000153563,CD8A,True,False,False,True
ENSG00000153574,RPIA,True,True,True,True
ENSG00000153684,GOLGA8F,False,False,False,True
ENSG00000153707,PTPRD,True,False,False,True
ENSG00000153714,LURAP1L,True,False,False,True
ENSG00000153721,CNKSR3,True,True,True,True
ENSG00000153767,GTF2E1,True,True,True,True
ENSG00000153774,CFDP1,True,True,True,True
ENSG00000153779,TGIF2LX,False,False,False,True
ENSG00000153786,ZDHHC7,True,True,True,True
ENSG00000153789,CIBAR2,False,False,False,True
ENSG00000153790,SPMIP4,True,True,True,True
ENSG00000153802,TMPRSS11D,False,False,False,True
ENSG00000153814,JAZF1,True,True,True,True
ENSG00000153815,CMIP,True,True,True,True
ENSG00000153820,SPHKAP,False,False,False,True
ENSG00000153822,KCNJ16,False,False,False,True
ENSG00000153823,PID1,False,False,False,True
ENSG00000153827,TRIP12,True,True,True,True
ENSG00000153832,FBXO36,True,True,True,True
ENSG00000153879,CEBPG,True,True,True,True
ENSG00000153885,KCTD15,True,True,True,True
ENSG00000153896,ZNF599,True,True,True,True
ENSG00000153898,MCOLN2,True,True,True,True
ENSG00000153902,LGI4,True,True,True,True
ENSG00000153904,DDAH1,True,True,True,True
ENSG00000153914,SREK1,False,False,False,True
ENSG00000153922,CHD1,True,True,True,True
ENSG00000153923,CLCA3P,False,False,False,True
ENSG00000153930,ANKFN1,False,False,False,True
ENSG00000153933,DGKE,True,True,True,True
ENSG00000153936,HS2ST1,True,True,True,True
ENSG00000153944,MSI2,True,True,True,True
ENSG00000153956,CACNA2D1,True,False,False,True
ENSG00000153975,ZUP1,True,True,True,True
ENSG00000153976,HS3ST3A1,False,True,False,True
ENSG00000153982,GDPD1,True,True,True,True
ENSG00000153989,NUS1,True,True,True,True
ENSG00000153993,SEMA3D,True,False,False,True
ENSG00000154001,PPP2R5E,True,True,True,True
ENSG00000154007,ASB17,False,False,False,True
ENSG00000154016,GRAP,False,False,False,True
ENSG00000154025,SLC5A10,False,False,False,True
ENSG00000154027,AK5,True,False,False,True
ENSG00000154040,CABYR,True,True,True,True
ENSG00000154059,IMPACT,True,True,True,True
ENSG00000154065,ANKRD29,True,True,True,True
ENSG00000154079,SDHAF4,True,True,True,True
ENSG00000154080,CHST9,True,False,False,True
ENSG00000154096,THY1,True,False,False,True
ENSG00000154099,DNAAF1,True,True,True,True
ENSG00000154102,CLMB,True,True,True,True
ENSG00000154114,TBCEL,True,True,True,True
ENSG00000154118,JPH3,True,True,True,True
ENSG00000154122,ANKH,True,True,True,True
ENSG00000154124,OTULIN,True,True,True,True
ENSG00000154127,UBASH3B,True,True,True,True
ENSG00000154133,ROBO4,True,False,False,True
ENSG00000154134,ROBO3,True,True,True,True
ENSG00000154143,PANX3,False,False,False,True
ENSG00000154144,TBRG1,True,True,True,True
ENSG00000154146,NRGN,True,True,True,True
ENSG00000154153,RETREG1,True,True,True,True
ENSG00000154162,CDH12,True,False,False,True
ENSG00000154165,GPR15,True,False,False,True
ENSG00000154174,TOMM70,True,True,True,True
ENSG00000154175,ABI3BP,False,False,False,True
ENSG00000154188,ANGPT1,False,False,False,True
ENSG00000154198,CYP4Z2P,False,False,False,True
ENSG00000154217,PITPNC1,True,True,True,True
ENSG00000154222,CC2D1B,True,True,True,True
ENSG00000154227,CERS3,False,False,False,True
ENSG00000154229,PRKCA,True,True,True,True
ENSG00000154237,LRRK1,True,True,True,True
ENSG00000154240,CEP112,True,True,True,True
ENSG00000154252,GAL3ST2,False,False,False,True
ENSG00000154258,ABCA9,False,False,False,True
ENSG00000154262,ABCA6,False,False,False,True
ENSG00000154263,ABCA10,True,False,False,True
ENSG00000154265,ABCA5,True,True,True,True
ENSG00000154269,ENPP3,True,True,True,True
ENSG00000154274,PGCKA1,True,True,True,True
ENSG00000154277,UCHL1,True,False,False,True
ENSG00000154305,MIA3,True,True,True,True
ENSG00000154309,DISP1,True,True,True,True
ENSG00000154310,TNIK,True,True,True,True
ENSG00000154316,TDH,False,False,False,True
ENSG00000154319,FAM167A,False,True,False,True
ENSG00000154328,NEIL2,True,True,True,True
ENSG00000154330,PGM5,False,False,False,True
ENSG00000154342,WNT3A,True,True,True,True
ENSG00000154358,OBSCN,False,False,False,True
ENSG00000154359,LONRF1,True,True,True,True
ENSG00000154370,TRIM11,True,True,True,True
ENSG00000154380,ENAH,True,True,True,True
ENSG00000154415,PPP1R3A,False,False,False,True
ENSG00000154429,CCSAP,True,True,True,True
ENSG00000154438,ASZ1,False,False,False,True
ENSG00000154447,SH3RF1,True,True,True,True
ENSG00000154451,GBP5,False,False,False,True
ENSG00000154473,BUB3,True,True,True,True
ENSG00000154478,GPR26,False,False,False,True
ENSG00000154479,CFAP210,True,True,True,True
ENSG00000154485,MMP21,False,False,False,True
ENSG00000154493,C10orf90,False,False,False,True
ENSG00000154511,DIPK1A,True,True,True,True
ENSG00000154518,ATP5MC3,True,True,True,True
ENSG00000154529,CNTNAP3B,False,True,False,True
ENSG00000154545,MAGED4,False,False,False,True
ENSG00000154548,SRSF12,True,False,False,True
ENSG00000154553,PDLIM3,True,True,True,True
ENSG00000154556,SORBS2,False,False,False,True
ENSG00000154582,ELOC,True,True,True,True
ENSG00000154589,LY96,True,False,False,True
ENSG00000154608,CEP170P1,False,False,False,True
ENSG00000154611,PSMA8,False,False,False,True
ENSG00000154620,TMSB4Y,False,False,False,True
ENSG00000154639,CXADR,True,True,True,True
ENSG00000154640,BTG3,True,True,True,True
ENSG00000154642,C21orf91,True,True,True,True
ENSG00000154645,CHODL,False,False,False,True
ENSG00000154646,TMPRSS15,False,False,False,True
ENSG00000154654,NCAM2,False,True,False,True
ENSG00000154655,L3MBTL4,True,False,False,True
ENSG00000154678,PDE1C,False,False,False,True
ENSG00000154710,RABGEF1,True,True,True,True
ENSG00000154719,MRPL39,True,True,True,True
ENSG00000154721,JAM2,True,True,True,True
ENSG00000154723,ATP5PF,True,True,True,True
ENSG00000154727,GABPA,True,True,True,True
ENSG00000154734,ADAMTS1,False,False,False,True
ENSG00000154736,ADAMTS5,False,False,False,True
ENSG00000154743,TSEN2,True,True,True,True
ENSG00000154760,SLFN13,True,True,True,True
ENSG00000154764,WNT7A,True,False,False,True
ENSG00000154767,XPC,True,True,True,True
ENSG00000154781,CCDC174,True,True,True,True
ENSG00000154783,FGD5,True,True,True,True
ENSG00000154803,FLCN,True,True,True,True
ENSG00000154813,DPH3,True,True,True,True
ENSG00000154814,OXNAD1,True,True,True,True
ENSG00000154822,PLCL2,False,False,False,True
ENSG00000154832,CXXC1,True,True,True,True
ENSG00000154839,SKA1,True,True,True,True
ENSG00000154845,PPP4R1,True,True,True,True
ENSG00000154856,APCDD1,True,True,True,True
ENSG00000154864,PIEZO2,True,True,True,True
ENSG00000154874,CCDC144BP,True,False,False,True
